"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","2.6","100.0","0.0","2.8","100.0","0.0","0.2","7.2","","0"
"Management occupations","=""11-0000""","Summary","0.4","15.3","0.0","0.4","15.7","0.0","0.0","10.1","2","1"
"Top executives","=""11-1000""","Summary","0.1","3.0","0.0","0.1","3.0","0.0","0.0","8.1","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","2.8","0.0","0.1","2.8","0.0","0.0","9.5","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.2","5.9","0.0","0.2","6.2","0.0","0.0","11.8","15","2"
"Business and financial operations occupations","=""13-0000""","Summary","0.4","15.1","0.0","0.4","15.4","0.0","0.0","10.0","51","1"
"Business operations specialists","=""13-1000""","Summary","0.3","12.5","0.0","0.4","12.9","0.0","0.0","10.1","52","2"
"Training and development specialists","=""13-1151""","Line Item","0.2","7.1","0.0","0.2","7.3","0.0","0.0","9.5","71","3"
"Financial specialists","=""13-2000""","Summary","0.1","2.5","0.0","0.1","2.6","0.0","0.0","9.2","74","2"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","5.5","0.0","0.2","5.6","0.0","0.0","8.8","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","5.4","0.0","0.2","5.5","0.0","0.0","8.5","93","2"
"Educational instruction and library occupations","=""25-0000""","Summary","0.7","25.7","0.0","0.7","25.4","0.0","0.0","6.0","269","1"
"Other educational instruction and library occupations","=""25-9000""","Summary","0.4","14.5","0.0","0.4","14.0","0.0","0.0","3.4","348","2"
"Instructional coordinators","=""25-9031""","Line Item","0.1","2.8","0.0","0.1","2.9","0.0","0.0","9.5","350","3"
"Office and administrative support occupations","=""43-0000""","Summary","0.3","10.0","0.0","0.2","8.8","0.0","0.0","-5.5","677","1"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.1","4.2","0.0","0.1","3.5","0.0","0.0","-10.0","725","2"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.1","3.0","0.0","0.1","2.6","0.0","0.0","-7.0","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.1","2.7","0.0","0.1","2.5","0.0","0.0","-2.9","730","2"
"Office clerks, general","=""43-9061""","Line Item","0.1","2.5","0.0","0.1","2.3","0.0","0.0","-1.5","737","3"
