"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","45.0","100.0","0.0","41.3","100.0","0.0","-3.7","-8.2","","0"
"Management occupations","=""11-0000""","Summary","1.0","2.2","0.0","0.9","2.2","0.0","-0.1","-9.0","2","1"
"Top executives","=""11-1000""","Summary","0.7","1.6","0.0","0.6","1.6","0.0","-0.1","-9.2","3","2"
"General and operations managers","=""11-1021""","Line Item","0.7","1.5","0.0","0.6","1.5","0.0","-0.1","-8.8","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-8.5","15","2"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-8.8","21","3"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.3","0.6","0.1","0.2","0.5","0.0","0.0","-17.9","54","3"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.6","1.3","0.0","0.6","1.3","0.0","-0.1","-8.6","166","1"
"Life scientists","=""19-1000""","Summary","0.6","1.3","0.2","0.5","1.3","0.1","-0.1","-8.8","167","2"
"Conservation scientists and foresters","=""19-1030""","Summary","0.6","1.3","1.6","0.5","1.3","1.4","-0.1","-8.8","177","3"
"Foresters","=""19-1032""","Line Item","0.6","1.3","5.1","0.5","1.3","4.5","-0.1","-8.8","179","4"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.1","0.2","0.0","0.1","0.1","0.0","0.0","-16.1","549","3"
"Security guards","=""33-9032""","Line Item","0.1","0.2","0.0","0.1","0.1","0.0","0.0","-16.1","551","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-9.4","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-9.7","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-9.7","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-9.7","587","4"
"Sales and related occupations","=""41-0000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-9.6","644","1"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-8.8","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-8.8","664","3"
"Office and administrative support occupations","=""43-0000""","Summary","4.1","9.1","0.0","3.3","8.0","0.0","-0.8","-19.0","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.1","0.3","0.0","0.1","0.2","0.0","0.0","-17.9","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.1","0.3","0.0","0.1","0.2","0.0","0.0","-17.9","679","3"
"Financial clerks","=""43-3000""","Summary","1.2","2.6","0.0","1.0","2.3","0.0","-0.2","-18.4","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","1.1","2.5","0.1","0.9","2.2","0.1","-0.2","-17.9","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-27.0","689","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-11.9","711","2"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.8","1.8","0.0","0.6","1.5","0.0","-0.2","-22.5","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","1.9","4.2","0.1","1.5","3.8","0.0","-0.3","-18.0","730","2"
"Office clerks, general","=""43-9061""","Line Item","1.9","4.1","0.1","1.5","3.7","0.1","-0.3","-17.9","737","3"
"Farming, fishing, and forestry occupations","=""45-0000""","Summary","26.5","58.9","2.7","24.9","60.3","2.5","-1.6","-6.1","742","1"
"Supervisors of farming, fishing, and forestry workers","=""45-1000""","Summary","2.5","5.7","4.5","2.3","5.6","4.0","-0.2","-8.8","743","2"
"First-line supervisors of farming, fishing, and forestry workers","=""45-1011""","Line Item","2.5","5.7","4.5","2.3","5.6","4.0","-0.2","-8.8","744","3"
"Agricultural workers","=""45-2000""","Summary","0.2","0.3","0.0","0.1","0.3","0.0","0.0","-10.3","745","2"
"Miscellaneous agricultural workers","=""45-2090""","Summary","0.2","0.3","0.0","0.1","0.3","0.0","0.0","-10.3","749","3"
"Agricultural workers, all other","=""45-2099""","Line Item","0.1","0.1","0.5","0.1","0.1","0.4","0.0","-8.8","753","4"
"Forest, conservation, and logging workers","=""45-4000""","Summary","23.8","52.9","37.4","22.4","54.3","37.3","-1.4","-5.8","756","2"
"Logging workers","=""45-4020""","Summary","23.8","52.9","45.5","22.4","54.3","44.9","-1.4","-5.8","758","3"
"Fallers","=""45-4021""","Line Item","2.7","6.0","41.5","2.3","5.6","39.7","-0.4","-13.4","759","4"
"Logging equipment operators","=""45-4022""","Line Item","18.5","41.1","52.4","17.7","42.9","52.2","-0.8","-4.2","760","4"
"Log graders and scalers","=""45-4023""","Line Item","0.1","0.2","2.0","0.1","0.2","1.8","0.0","-8.8","761","4"
"Logging workers, all other","=""45-4029""","Line Item","2.5","5.6","51.1","2.3","5.5","50.2","-0.2","-8.8","762","4"
"Construction and extraction occupations","=""47-0000""","Summary","0.5","1.2","0.0","0.5","1.2","0.0","0.0","-8.8","763","1"
"Construction trades workers","=""47-2000""","Summary","0.5","1.1","0.0","0.4","1.1","0.0","0.0","-8.8","766","2"
"Construction equipment operators","=""47-2070""","Summary","0.5","1.0","0.1","0.4","1.0","0.1","0.0","-8.8","781","3"
