"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","189.4","100.0","0.1","195.0","100.0","0.1","5.6","3.0","","0"
"Management occupations","=""11-0000""","Summary","10.5","5.5","0.1","11.1","5.7","0.1","0.6","5.8","2","1"
"Top executives","=""11-1000""","Summary","9.0","4.7","0.2","9.5","4.9","0.2","0.5","5.6","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-10.1","4","3"
"General and operations managers","=""11-1021""","Line Item","8.9","4.7","0.3","9.4","4.8","0.3","0.5","5.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.8","0.4","0.1","0.9","0.5","0.1","0.0","5.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.8","0.4","0.1","0.9","0.5","0.1","0.0","5.8","9","3"
"Sales managers","=""11-2022""","Line Item","0.8","0.4","0.1","0.8","0.4","0.1","0.0","5.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.5","0.3","0.0","0.6","0.3","0.0","0.0","8.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.8","17","4"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","5.8","23","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.9","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.4","1.3","0.0","2.5","1.3","0.0","0.1","3.7","51","1"
"Business operations specialists","=""13-1000""","Summary","1.9","1.0","0.0","1.9","1.0","0.0","0.1","3.3","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.8","0.4","0.2","0.7","0.4","0.2","0.0","-4.8","54","3"
"Human resources workers","=""13-1070""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.6","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.6","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","9.1","64","3"
"Project management specialists","=""13-1082""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.8","66","4"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.5","0.3","0.1","0.5","0.3","0.1","0.1","13.2","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.1","0.0","0.3","0.1","0.0","0.0","5.8","73","3"
"Financial specialists","=""13-2000""","Summary","0.5","0.3","0.0","0.6","0.3","0.0","0.0","5.3","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.5","0.3","0.0","0.5","0.3","0.0","0.0","5.8","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","9.2","92","1"
"Computer occupations","=""15-1200""","Summary","0.3","0.1","0.0","0.3","0.2","0.0","0.0","9.1","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.0","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","1.5","100","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","17.8","106","3"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","16.3","111","4"
"Architecture and engineering occupations","=""17-0000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","6.0","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.3","0.2","0.2","0.3","0.2","0.2","0.0","5.8","121","2"
"Architects, except naval","=""17-1010""","Summary","0.3","0.2","0.2","0.3","0.2","0.2","0.0","5.8","122","3"
"Landscape architects","=""17-1012""","Line Item","0.3","0.2","1.4","0.3","0.2","1.4","0.0","5.8","124","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","6.2","166","1"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.8","213","2"
"Agricultural and food science technicians","=""19-4010""","Summary","0.1","0.1","0.3","0.1","0.1","0.3","0.0","5.8","214","3"
"Agricultural technicians","=""19-4012""","Line Item","0.1","0.1","0.6","0.1","0.1","0.6","0.0","5.8","215","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","1.6","0.8","0.1","1.6","0.8","0.0","0.0","2.3","355","1"
"Art and design workers","=""27-1000""","Summary","1.4","0.7","0.1","1.4","0.7","0.1","0.0","1.8","356","2"
"Designers","=""27-1020""","Summary","1.4","0.7","0.2","1.4","0.7","0.2","0.0","1.8","363","3"
"Floral designers","=""27-1023""","Line Item","0.9","0.5","1.6","0.8","0.4","1.9","0.0","-0.6","366","4"
"Graphic designers","=""27-1024""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.8","367","4"
"Merchandise displayers and window trimmers","=""27-1026""","Line Item","0.4","0.2","0.3","0.5","0.2","0.3","0.0","5.8","369","4"
"Media and communication workers","=""27-3000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","5.8","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.8","392","3"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","5.8","558","1"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","9.7","5.1","0.2","10.2","5.2","0.2","0.6","5.7","581","1"
"Supervisors of building and grounds cleaning and maintenance workers","=""37-1000""","Summary","1.2","0.6","0.3","1.3","0.7","0.3","0.1","5.8","582","2"
"First-line supervisors of landscaping, lawn service, and groundskeeping workers","=""37-1012""","Line Item","1.2","0.6","0.5","1.3","0.7","0.5","0.1","5.8","584","3"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","4.8","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","4.7","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.3","0.2","0.0","0.3","0.2","0.0","0.0","4.7","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","8.1","4.3","0.6","8.6","4.4","0.6","0.5","5.8","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","7.8","4.1","0.7","8.2","4.2","0.7","0.4","5.8","592","3"
"Pesticide handlers, sprayers, and applicators, vegetation","=""37-3012""","Line Item","0.3","0.2","1.2","0.3","0.2","1.3","0.0","5.8","593","3"
"Personal care and service occupations","=""39-0000""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","5.8","596","1"
"Animal care and service workers","=""39-2000""","Summary","0.3","0.1","0.1","0.3","0.1","0.1","0.0","5.8","602","2"
"Animal caretakers","=""39-2021""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","5.8","604","3"
"Sales and related occupations","=""41-0000""","Summary","91.1","48.1","0.6","94.3","48.4","0.7","3.3","3.6","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","9.4","5.0","0.5","9.9","5.1","0.6","0.5","5.8","645","2"
"First-line supervisors of retail sales workers","=""41-1011""","Line Item","9.3","4.9","0.7","9.8","5.0","0.7","0.5","5.8","646","3"
"First-line supervisors of non-retail sales workers","=""41-1012""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.8","647","3"
"Retail sales workers","=""41-2000""","Summary","79.3","41.9","1.0","81.9","42.0","1.1","2.6","3.3","648","2"
"Cashiers","=""41-2010""","Summary","12.3","6.5","0.4","11.1","5.7","0.4","-1.2","-10.1","649","3"
"Cashiers","=""41-2011""","Line Item","12.3","6.5","0.4","11.1","5.7","0.4","-1.2","-10.1","650","4"
"Counter and rental clerks and parts salespersons","=""41-2020""","Summary","3.4","1.8","0.5","3.6","1.8","0.5","0.2","5.8","652","3"
