"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Miscellaneous first-line supervisors, protective service workers","=""33-1090""","Summary","0.2","0.9","0.2","0.2","0.8","0.2","0.0","-5.9","528","3"
"First-line supervisors of security workers","=""33-1091""","Line Item","0.2","0.7","0.3","0.1","0.7","0.2","0.0","-7.9","529","4"
"Other protective service workers","=""33-9000""","Summary","1.3","6.3","0.1","1.3","5.8","0.1","-0.1","-5.0","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","1.2","5.6","0.1","1.1","5.1","0.1","-0.1","-5.9","549","3"
"Security guards","=""33-9032""","Line Item","1.2","5.6","0.1","1.1","5.1","0.1","-0.1","-5.9","551","4"
"Miscellaneous protective service workers","=""33-9090""","Summary","0.1","0.7","0.0","0.1","0.7","0.0","0.0","2.3","552","3"
"Protective service workers, all other","=""33-9099""","Line Item","0.1","0.7","0.1","0.1","0.7","0.1","0.0","2.3","557","4"
"Sales and related occupations","=""41-0000""","Summary","0.2","1.1","0.0","0.2","1.0","0.0","0.0","-3.4","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","2.3","656","2"
"Securities, commodities, and financial services sales agents","=""41-3031""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","2.3","659","3"
"Office and administrative support occupations","=""43-0000""","Summary","2.9","13.8","0.0","2.7","12.4","0.0","-0.2","-7.1","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.3","1.5","0.0","0.3","1.3","0.0","0.0","-7.9","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.3","1.5","0.0","0.3","1.3","0.0","0.0","-7.9","679","3"
"Financial clerks","=""43-3000""","Summary","0.9","4.2","0.0","0.9","4.1","0.0","0.0","-0.5","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.2","1.1","0.0","0.2","1.0","0.0","0.0","-7.9","687","3"
"Financial clerks, all other","=""43-3099""","Line Item","0.3","1.5","0.7","0.3","1.5","0.7","0.0","2.3","692","3"
"Information and record clerks","=""43-4000""","Summary","1.0","4.4","0.0","0.9","4.0","0.0","-0.1","-5.9","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.8","3.5","0.0","0.7","3.1","0.0","-0.1","-7.9","698","3"
"Loan interviewers and clerks","=""43-4131""","Line Item","0.2","0.9","0.1","0.2","0.9","0.1","0.0","2.3","704","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.5","2.5","0.0","0.4","1.9","0.0","-0.1","-19.4","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.3","1.5","0.1","0.2","1.1","0.1","-0.1","-23.3","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.2","0.9","0.0","0.2","0.8","0.0","0.0","-13.1","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.2","1.1","0.0","0.2","1.0","0.0","0.0","-8.5","730","2"
"Office clerks, general","=""43-9061""","Line Item","0.2","1.0","0.0","0.2","0.9","0.0","0.0","-7.9","737","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.5","2.1","0.0","0.5","2.1","0.0","0.0","2.3","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","2.3","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","2.3","842","3"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.4","1.7","0.0","0.4","1.7","0.0","0.0","2.3","876","2"
"Maintenance and repair workers, general","=""49-9071""","Line Item","0.4","1.7","0.0","0.4","1.6","0.0","0.0","2.3","896","3"
"Production occupations","=""51-0000""","Summary","0.1","0.5","0.0","0.1","0.4","0.0","0.0","-10.5","907","1"
"Transportation and material moving occupations","=""53-0000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","2.3","1047","1"
"Material moving workers","=""53-7000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","2.3","1095","2"
"Laborers and material movers","=""53-7060""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","2.3","1101","3"
