"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","1.8","100.0","0.0","1.9","100.0","0.0","0.1","6.9","","0"
"Management occupations","=""11-0000""","Summary","0.2","10.8","0.0","0.2","11.1","0.0","0.0","10.7","2","1"
"Top executives","=""11-1000""","Summary","0.1","5.0","0.0","0.1","5.1","0.0","0.0","9.2","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","5.0","0.0","0.1","5.1","0.0","0.0","9.4","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","2.8","0.0","0.1","3.0","0.0","0.0","14.4","15","2"
"Business and financial operations occupations","=""13-0000""","Summary","0.2","13.5","0.0","0.3","13.8","0.0","0.0","9.6","51","1"
"Business operations specialists","=""13-1000""","Summary","0.2","10.4","0.0","0.2","10.7","0.0","0.0","9.7","52","2"
"Training and development specialists","=""13-1151""","Line Item","0.1","6.5","0.0","0.1","6.7","0.0","0.0","9.4","71","3"
"Financial specialists","=""13-2000""","Summary","0.1","3.1","0.0","0.1","3.1","0.0","0.0","9.4","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.1","2.8","0.0","0.1","2.8","0.0","0.0","9.4","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","8.1","0.0","0.2","8.5","0.0","0.0","12.0","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","7.7","0.0","0.2","8.0","0.0","0.0","11.0","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","3.3","0.0","0.1","3.3","0.0","0.0","6.8","98","3"
"Educational instruction and library occupations","=""25-0000""","Summary","0.6","32.4","0.0","0.6","33.2","0.0","0.1","9.4","269","1"
"Other teachers and instructors","=""25-3000""","Summary","0.4","21.8","0.0","0.4","22.4","0.0","0.0","9.4","335","2"
"Self-enrichment teachers","=""25-3021""","Line Item","0.4","21.0","0.1","0.4","21.5","0.1","0.0","9.4","337","3"
"Other educational instruction and library occupations","=""25-9000""","Summary","0.1","8.1","0.0","0.2","8.3","0.0","0.0","9.4","348","2"
"Instructional coordinators","=""25-9031""","Line Item","0.1","7.2","0.1","0.1","7.4","0.1","0.0","9.4","350","3"
"Personal care and service occupations","=""39-0000""","Summary","0.1","3.0","0.0","0.1","3.1","0.0","0.0","9.4","596","1"
"Sales and related occupations","=""41-0000""","Summary","0.1","3.9","0.0","0.1","3.8","0.0","0.0","6.1","644","1"
"Office and administrative support occupations","=""43-0000""","Summary","0.3","18.6","0.0","0.3","16.5","0.0","0.0","-5.2","677","1"
"Financial clerks","=""43-3000""","Summary","0.1","3.0","0.0","0.1","2.7","0.0","0.0","-1.8","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.1","2.8","0.0","0.1","2.6","0.0","0.0","-1.5","687","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.2","8.6","0.0","0.1","7.4","0.0","0.0","-8.7","725","2"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.1","7.3","0.0","0.1","6.3","0.0","0.0","-7.0","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.1","2.8","0.0","0.0","2.5","0.0","0.0","-3.6","730","2"
