"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","7.5","100.0","0.0","7.2","100.0","0.0","-0.3","-3.6","","0"
"Management occupations","=""11-0000""","Summary","0.4","5.0","0.0","0.4","5.2","0.0","0.0","-0.9","2","1"
"Top executives","=""11-1000""","Summary","0.2","2.2","0.0","0.2","2.2","0.0","0.0","-3.0","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","1.9","0.0","0.1","2.0","0.0","0.0","-1.2","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","1.6","0.0","0.1","1.7","0.0","0.0","1.6","15","2"
"Other management occupations","=""11-9000""","Summary","0.1","0.9","0.0","0.1","1.0","0.0","0.0","-0.3","27","2"
"Business and financial operations occupations","=""13-0000""","Summary","0.5","7.2","0.0","0.5","7.4","0.0","0.0","-1.6","51","1"
"Business operations specialists","=""13-1000""","Summary","0.5","6.2","0.0","0.5","6.3","0.0","0.0","-1.6","52","2"
"Compliance officers","=""13-1041""","Line Item","0.1","1.4","0.0","0.1","1.5","0.0","0.0","-1.2","58","3"
"Logisticians and project management specialists","=""13-1080""","Summary","0.1","1.3","0.0","0.1","1.3","0.0","0.0","0.8","64","3"
"Project management specialists","=""13-1082""","Line Item","0.1","1.1","0.0","0.1","1.1","0.0","0.0","-1.2","66","4"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","1.4","0.0","0.1","1.4","0.0","0.0","-1.2","73","3"
"Financial specialists","=""13-2000""","Summary","0.1","1.1","0.0","0.1","1.1","0.0","0.0","-1.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.1","0.7","0.0","0.1","0.8","0.0","0.0","-1.2","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","1.8","0.0","0.1","1.9","0.0","0.0","0.4","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","1.6","0.0","0.1","1.6","0.0","0.0","-1.5","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.1","1.0","0.0","0.1","1.1","0.0","0.0","-1.2","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.1","1.0","0.0","0.1","1.1","0.0","0.0","-1.2","95","4"
"Architecture and engineering occupations","=""17-0000""","Summary","0.4","4.7","0.0","0.3","4.9","0.0","0.0","-0.7","120","1"
"Engineers","=""17-2000""","Summary","0.3","3.9","0.0","0.3","4.1","0.0","0.0","-0.4","128","2"
"Electrical and electronics engineers","=""17-2070""","Summary","0.2","2.7","0.1","0.2","2.8","0.1","0.0","-1.2","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.2","2.7","0.1","0.2","2.8","0.1","0.0","-1.2","136","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.3","3.6","0.0","0.3","3.8","0.0","0.0","1.4","166","1"
"Physical scientists","=""19-2000""","Summary","0.1","0.8","0.0","0.1","0.8","0.0","0.0","-0.4","184","2"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.1","1.5","0.0","0.1","1.5","0.0","0.0","-1.2","213","2"
"Environmental science and geoscience technicians","=""19-4040""","Summary","0.1","1.2","0.2","0.1","1.2","0.2","0.0","-1.2","219","3"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.1","0.8","0.0","0.1","0.9","0.0","0.0","9.4","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.1","0.8","0.1","0.1","0.9","0.0","0.0","9.7","230","3"
"Sales and related occupations","=""41-0000""","Summary","0.1","1.2","0.0","0.1","1.3","0.0","0.0","-1.2","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.1","1.0","0.0","0.1","1.0","0.0","0.0","-1.2","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.1","1.0","0.0","0.1","1.0","0.0","0.0","-1.2","661","3"
"Office and administrative support occupations","=""43-0000""","Summary","0.5","7.1","0.0","0.5","6.4","0.0","-0.1","-12.8","677","1"
"Financial clerks","=""43-3000""","Summary","0.1","1.7","0.0","0.1","1.5","0.0","0.0","-11.0","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.1","0.9","0.0","0.1","0.8","0.0","0.0","-11.0","687","3"
"Information and record clerks","=""43-4000""","Summary","0.1","0.9","0.0","0.1","0.9","0.0","0.0","-10.9","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.1","0.8","0.0","0.1","0.7","0.0","0.0","-11.0","698","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","0.1","1.1","0.0","0.1","1.0","0.0","0.0","-12.4","711","2"
"Meter readers, utilities","=""43-5041""","Line Item","0.1","0.7","0.2","0.0","0.6","0.2","0.0","-16.0","717","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.1","1.5","0.0","0.1","1.3","0.0","0.0","-18.6","725","2"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.1","1.1","0.0","0.1","1.0","0.0","0.0","-16.0","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.1","1.4","0.0","0.1","1.3","0.0","0.0","-11.0","730","2"
"Office clerks, general","=""43-9061""","Line Item","0.1","1.4","0.0","0.1","1.3","0.0","0.0","-11.0","737","3"
"Construction and extraction occupations","=""47-0000""","Summary","0.3","4.2","0.0","0.3","4.3","0.0","0.0","-1.4","763","1"
"Construction trades workers","=""47-2000""","Summary","0.3","3.5","0.0","0.3","3.6","0.0","0.0","-1.2","766","2"
"Construction equipment operators","=""47-2070""","Summary","0.1","0.8","0.0","0.1","0.9","0.0","0.0","-1.2","781","3"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","0.1","0.8","0.0","0.1","0.9","0.0","0.0","-1.2","784","4"
"Electricians","=""47-2111""","Line Item","0.2","2.1","0.0","0.2","2.1","0.0","0.0","-1.2","788","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","2.1","28.5","0.0","2.1","29.2","0.0","0.0","-1.3","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.3","3.8","0.0","0.3","3.9","0.0","0.0","-1.2","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.3","3.8","0.0","0.3","3.9","0.0","0.0","-1.2","842","3"
"Electrical and electronics repairers, powerhouse, substation, and relay","=""49-2095""","Line Item","0.3","3.7","1.1","0.3","3.8","1.1","0.0","-1.2","853","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","1.5","19.5","0.0","1.4","20.0","0.0","0.0","-1.2","876","2"
"Control and valve installers and repairers","=""49-9010""","Summary","0.1","0.8","0.1","0.1","0.8","0.1","0.0","-1.2","877","3"
"Control and valve installers and repairers, except mechanical door","=""49-9012""","Line Item","0.1","0.8","0.1","0.1","0.8","0.1","0.0","-1.2","879","4"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","0.5","7.4","0.1","0.5","7.6","0.1","0.0","-1.2","882","3"
"Industrial machinery mechanics","=""49-9041""","Line Item","0.5","7.4","0.1","0.5","7.6","0.1","0.0","-1.2","883","4"
"Line installers and repairers","=""49-9050""","Summary","0.6","8.6","0.3","0.6","8.8","0.3","0.0","-1.2","887","3"
