"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","170.7","100.0","0.1","155.7","100.0","0.1","-15.0","-8.8","","0"
"Management occupations","=""11-0000""","Summary","10.9","6.4","0.1","9.4","6.0","0.1","-1.5","-14.2","2","1"
"Top executives","=""11-1000""","Summary","5.0","2.9","0.1","4.3","2.8","0.1","-0.7","-14.3","3","2"
"General and operations managers","=""11-1021""","Line Item","5.0","2.9","0.1","4.3","2.8","0.1","-0.7","-14.3","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","5.5","3.2","0.5","4.7","3.0","0.4","-0.8","-14.3","7","2"
"Marketing and sales managers","=""11-2020""","Summary","5.4","3.2","0.6","4.7","3.0","0.5","-0.8","-14.3","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-14.3","10","4"
"Sales managers","=""11-2022""","Line Item","5.4","3.1","1.0","4.6","3.0","0.8","-0.8","-14.3","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.4","0.2","0.0","0.3","0.2","0.0","0.0","-10.7","15","2"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-8.3","19","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-14.3","23","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-13.5","27","2"
"Business and financial operations occupations","=""13-0000""","Summary","1.2","0.7","0.0","1.0","0.7","0.0","-0.2","-15.5","51","1"
"Business operations specialists","=""13-1000""","Summary","1.0","0.6","0.0","0.8","0.5","0.0","-0.2","-15.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.2","0.1","0.3","0.2","0.1","-0.1","-22.9","54","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-16.0","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-16.0","61","4"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.0","0.0","0.0","-14.3","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.3","0.2","0.0","0.3","0.2","0.0","0.0","-8.3","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-14.3","73","3"
"Financial specialists","=""13-2000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-14.6","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-14.3","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","0.1","0.0","0.2","0.2","0.0","0.0","-7.7","92","1"
"Computer occupations","=""15-1200""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-8.7","93","2"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.2","0.1","0.0","0.1","0.1","0.0","0.0","-4.9","106","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","-14.0","355","1"
"Art and design workers","=""27-1000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-13.9","356","2"
"Designers","=""27-1020""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-13.9","363","3"
"Graphic designers","=""27-1024""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-14.3","367","4"
"Media and communication workers","=""27-3000""","Summary","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-14.3","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-14.3","392","3"
"Sales and related occupations","=""41-0000""","Summary","150.4","88.1","1.0","138.5","88.9","1.0","-11.8","-7.9","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","24.8","14.5","1.4","21.2","13.6","1.3","-3.6","-14.3","645","2"
