"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","446.5","100.0","0.3","338.5","100.0","0.2","-108.0","-24.2","","0"
"Management occupations","=""11-0000""","Summary","19.3","4.3","0.2","14.8","4.4","0.1","-4.4","-23.1","2","1"
"Top executives","=""11-1000""","Summary","13.9","3.1","0.4","10.7","3.2","0.3","-3.2","-23.3","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.1","0.1","0.2","0.0","0.1","-0.1","-34.7","4","3"
"General and operations managers","=""11-1021""","Line Item","13.7","3.1","0.4","10.5","3.1","0.3","-3.2","-23.1","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","3.4","0.8","0.3","2.6","0.8","0.2","-0.8","-23.1","7","2"
"Marketing and sales managers","=""11-2020""","Summary","3.4","0.8","0.4","2.6","0.8","0.3","-0.8","-23.1","9","3"
"Marketing managers","=""11-2021""","Line Item","0.7","0.2","0.2","0.6","0.2","0.1","-0.2","-23.1","10","4"
"Sales managers","=""11-2022""","Line Item","2.7","0.6","0.5","2.1","0.6","0.4","-0.6","-23.1","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.4","0.3","0.1","1.1","0.3","0.0","-0.3","-20.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.1","0.1","0.2","0.1","0.1","-0.1","-23.1","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.1","0.1","0.2","0.1","0.1","-0.1","-23.1","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.3","0.1","0.0","0.2","0.1","0.0","0.0","-17.8","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","-0.1","-15.4","20","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-23.1","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","-0.1","-23.1","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.0","0.1","0.1","0.0","0.0","0.0","-23.1","25","3"
"Other management occupations","=""11-9000""","Summary","0.5","0.1","0.0","0.4","0.1","0.0","-0.1","-23.1","27","2"
"Managers, all other","=""11-9199""","Line Item","0.5","0.1","0.0","0.4","0.1","0.0","-0.1","-23.1","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","7.6","1.7","0.1","5.8","1.7","0.1","-1.7","-22.9","51","1"
"Business operations specialists","=""13-1000""","Summary","6.4","1.4","0.1","5.0","1.5","0.1","-1.5","-22.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.9","0.2","0.2","0.7","0.2","0.1","-0.3","-30.8","54","3"
"Compliance officers","=""13-1041""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-23.1","58","3"
"Human resources workers","=""13-1070""","Summary","0.5","0.1","0.1","0.4","0.1","0.0","-0.1","-24.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.5","0.1","0.1","0.4","0.1","0.0","-0.1","-24.7","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.7","0.2","0.1","0.6","0.2","0.0","-0.2","-21.7","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.0","0.1","0.1","0.0","0.0","0.0","-13.9","65","4"
"Project management specialists","=""13-1082""","Line Item","0.6","0.1","0.1","0.5","0.1","0.1","-0.1","-23.1","66","4"
"Management analysts","=""13-1111""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-23.1","67","3"
"Training and development specialists","=""13-1151""","Line Item","1.1","0.2","0.3","0.8","0.2","0.2","-0.2","-23.1","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.7","0.4","0.2","1.4","0.4","0.1","-0.3","-17.8","72","3"
"Financial specialists","=""13-2000""","Summary","1.2","0.3","0.0","0.9","0.3","0.0","-0.3","-23.2","74","2"
"Accountants and auditors","=""13-2011""","Line Item","1.0","0.2","0.1","0.8","0.2","0.0","-0.2","-23.1","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-23.1","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-23.1","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","7.5","1.7","0.1","5.8","1.7","0.1","-1.7","-23.1","92","1"
"Computer occupations","=""15-1200""","Summary","7.5","1.7","0.2","5.7","1.7","0.1","-1.7","-23.3","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.4","0.1","0.1","0.3","0.1","0.0","-0.1","-22.3","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.4","0.1","0.1","0.3","0.1","0.1","-0.1","-23.1","95","4"
"Computer support specialists","=""15-1230""","Summary","3.7","0.8","0.4","2.7","0.8","0.3","-1.0","-25.9","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.3","0.1","0.2","0.2","0.1","0.1","-0.1","-23.1","99","4"
