"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","10.0","100.0","0.0","10.1","100.0","0.0","0.1","1.4","","0"
"Management occupations","=""11-0000""","Summary","0.7","7.5","0.0","0.8","7.6","0.0","0.0","2.8","2","1"
"Top executives","=""11-1000""","Summary","0.1","1.1","0.0","0.1","1.0","0.0","0.0","0.6","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","0.9","0.0","0.1","0.9","0.0","0.0","2.5","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","1.1","0.0","0.1","1.1","0.0","0.0","6.1","15","2"
"Other management occupations","=""11-9000""","Summary","0.5","5.1","0.0","0.5","5.2","0.0","0.0","2.6","27","2"
"Education and childcare administrators","=""11-9030""","Summary","0.5","4.9","0.1","0.5","5.0","0.1","0.0","2.5","30","3"
"Education administrators, postsecondary","=""11-9033""","Line Item","0.4","3.7","0.2","0.4","3.7","0.2","0.0","2.5","33","4"
"Education administrators, all other","=""11-9039""","Line Item","0.1","0.9","0.2","0.1","0.9","0.2","0.0","2.5","34","4"
"Business and financial operations occupations","=""13-0000""","Summary","0.5","5.3","0.0","0.5","5.4","0.0","0.0","2.8","51","1"
"Business operations specialists","=""13-1000""","Summary","0.4","4.0","0.0","0.4","4.1","0.0","0.0","2.9","52","2"
"Human resources workers","=""13-1070""","Summary","0.1","0.7","0.0","0.1","0.7","0.0","0.0","0.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","0.5","61","4"
"Training and development specialists","=""13-1151""","Line Item","0.2","1.6","0.0","0.2","1.7","0.0","0.0","2.5","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.7","0.0","0.1","0.8","0.0","0.0","9.7","72","3"
"Financial specialists","=""13-2000""","Summary","0.1","1.3","0.0","0.1","1.3","0.0","0.0","2.5","74","2"
"Credit counselors and loan officers","=""13-2070""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","2.5","85","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","2.6","0.0","0.3","2.6","0.0","0.0","1.8","92","1"
"Computer occupations","=""15-1200""","Summary","0.3","2.5","0.0","0.3","2.5","0.0","0.0","0.8","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","1.4","0.0","0.1","1.4","0.0","0.0","-0.9","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","1.2","0.0","0.1","1.2","0.0","0.0","-1.6","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.6","0.0","0.1","0.5","0.0","0.0","-1.0","101","3"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.1","0.5","0.0","0.1","0.6","0.0","0.0","12.7","166","1"
"Community and social service occupations","=""21-0000""","Summary","0.3","3.5","0.0","0.4","3.5","0.0","0.0","2.5","232","1"
"Counselors, social workers, and other community and social service specialists","=""21-1000""","Summary","0.3","3.5","0.0","0.4","3.5","0.0","0.0","2.5","233","2"
"Counselors","=""21-1010""","Summary","0.3","3.4","0.0","0.3","3.4","0.0","0.0","2.5","234","3"
"Educational, guidance, and career counselors and advisors","=""21-1012""","Line Item","0.3","3.4","0.1","0.3","3.4","0.1","0.0","2.5","235","4"
"Educational instruction and library occupations","=""25-0000""","Summary","5.4","54.2","0.1","5.6","55.4","0.1","0.2","3.6","269","1"
"Postsecondary teachers","=""25-1000""","Summary","3.7","36.8","0.2","3.9","38.0","0.2","0.2","4.8","270","2"
"Business teachers, postsecondary","=""25-1011""","Line Item","0.1","1.0","0.1","0.1","1.0","0.1","0.0","2.5","271","3"
"Math and computer science teachers, postsecondary","=""25-1020""","Summary","0.1","0.6","0.1","0.1","0.6","0.1","0.0","2.5","272","3"
"Engineering and architecture teachers, postsecondary","=""25-1030""","Summary","0.1","0.6","0.1","0.1","0.6","0.1","0.0","7.5","275","3"
"Engineering teachers, postsecondary","=""25-1032""","Line Item","0.1","0.6","0.1","0.1","0.6","0.1","0.0","7.7","277","4"
"Health teachers, postsecondary","=""25-1070""","Summary","0.5","5.1","0.1","0.6","6.0","0.1","0.1","17.9","296","3"
"Health specialties teachers, postsecondary","=""25-1071""","Line Item","0.3","3.2","0.1","0.4","3.7","0.1","0.1","17.9","297","4"
"Nursing instructors and teachers, postsecondary","=""25-1072""","Line Item","0.2","1.9","0.2","0.2","2.2","0.2","0.0","17.9","298","4"
"Miscellaneous postsecondary teachers","=""25-1190""","Summary","2.9","28.6","0.7","2.9","28.9","0.7","0.1","2.5","313","3"
"Career/technical education teachers, postsecondary","=""25-1194""","Line Item","2.7","26.8","2.4","2.8","27.1","2.4","0.1","2.5","316","4"
"Postsecondary teachers, all other","=""25-1199""","Line Item","0.2","1.7","0.1","0.2","1.7","0.1","0.0","2.5","317","4"
"Preschool, elementary, middle, secondary, and special education teachers","=""25-2000""","Summary","0.6","5.6","0.0","0.6","5.7","0.0","0.0","2.5","318","2"
"Secondary school teachers","=""25-2030""","Summary","0.5","5.2","0.0","0.5","5.3","0.0","0.0","2.5","326","3"
"Secondary school teachers, except special and career/technical education","=""25-2031""","Line Item","0.1","0.6","0.0","0.1","0.6","0.0","0.0","2.5","327","4"
"Career/technical education teachers, secondary school","=""25-2032""","Line Item","0.5","4.6","0.5","0.5","4.7","0.5","0.0","2.5","328","4"
"Other teachers and instructors","=""25-3000""","Summary","0.4","4.2","0.0","0.4","4.0","0.0","0.0","-3.4","335","2"
"Adult basic education, adult secondary education, and english as a second language instructors","=""25-3011""","Line Item","0.2","1.6","0.4","0.1","1.4","0.4","0.0","-12.8","336","3"
"Self-enrichment teachers","=""25-3021""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","2.5","337","3"
"Substitute teachers, short-term","=""25-3031""","Line Item","0.2","1.7","0.0","0.2","1.7","0.0","0.0","2.5","338","3"
"Other educational instruction and library occupations","=""25-9000""","Summary","0.8","7.5","0.0","0.8","7.6","0.0","0.0","2.5","348","2"
"Instructional coordinators","=""25-9031""","Line Item","0.4","4.0","0.2","0.4","4.1","0.2","0.0","2.5","350","3"
"Teaching assistants","=""25-9040""","Summary","0.3","2.8","0.0","0.3","2.8","0.0","0.0","2.5","351","3"
"Teaching assistants, postsecondary","=""25-9044""","Line Item","0.2","1.7","0.1","0.2","1.7","0.1","0.0","2.5","352","4"
"Teaching assistants, except postsecondary","=""25-9045""","Line Item","0.1","1.1","0.0","0.1","1.1","0.0","0.0","2.5","353","4"
"Educational instruction and library workers, all other","=""25-9099""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","2.5","354","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.1","0.7","0.0","0.1","0.7","0.0","0.0","2.5","355","1"
"Protective service occupations","=""33-0000""","Summary","0.1","0.7","0.0","0.1","0.6","0.0","0.0","-5.8","522","1"
"Other protective service workers","=""33-9000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-5.7","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-5.7","549","3"
"Security guards","=""33-9032""","Line Item","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-5.7","551","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.1","1.2","0.0","0.1","1.2","0.0","0.0","2.5","558","1"
"Cooks and food preparation workers","=""35-2000""","Summary","0.1","0.8","0.0","0.1","0.8","0.0","0.0","2.5","562","2"
"Cooks","=""35-2010""","Summary","0.1","0.8","0.0","0.1","0.8","0.0","0.0","2.5","563","3"
"Cooks, institution and cafeteria","=""35-2012""","Line Item","0.1","0.8","0.0","0.1","0.8","0.0","0.0","2.5","565","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.4","4.4","0.0","0.4","4.4","0.0","0.0","1.6","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.4","4.0","0.0","0.4","4.0","0.0","0.0","1.5","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.4","4.0","0.0","0.4","4.0","0.0","0.0","1.5","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.4","3.8","0.0","0.4","3.8","0.0","0.0","1.5","587","4"
"Personal care and service occupations","=""39-0000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","2.5","596","1"
"Office and administrative support occupations","=""43-0000""","Summary","1.2","12.0","0.0","1.1","10.6","0.0","-0.1","-11.1","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.1","0.6","0.0","0.1","0.5","0.0","0.0","-7.7","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.1","0.6","0.0","0.1","0.5","0.0","0.0","-7.7","679","3"
"Financial clerks","=""43-3000""","Summary","0.1","1.3","0.0","0.1","1.2","0.0","0.0","-8.5","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.1","1.1","0.0","0.1","1.0","0.0","0.0","-7.7","687","3"
"Information and record clerks","=""43-4000""","Summary","0.2","1.9","0.0","0.2","1.7","0.0","0.0","-7.4","693","2"
"Receptionists and information clerks","=""43-4171""","Line Item","0.1","0.9","0.0","0.1","0.8","0.0","0.0","-8.7","708","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.7","6.5","0.0","0.6","5.5","0.0","-0.1","-13.6","725","2"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.6","6.0","0.0","0.5","5.1","0.0","-0.1","-12.8","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.2","1.7","0.0","0.2","1.5","0.0","0.0","-8.7","730","2"
