"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","1,226.2","100.0","0.7","1,242.4","100.0","0.7","16.2","1.3","","0"
"Management occupations","=""11-0000""","Summary","41.2","3.4","0.3","42.2","3.4","0.3","1.0","2.5","2","1"
"Top executives","=""11-1000""","Summary","31.0","2.5","0.8","31.7","2.6","0.8","0.7","2.3","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","-12.9","4","3"
"General and operations managers","=""11-1021""","Line Item","30.7","2.5","0.9","31.4","2.5","0.9","0.7","2.4","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","6.1","0.5","0.6","6.3","0.5","0.6","0.1","2.4","7","2"
"Marketing and sales managers","=""11-2020""","Summary","6.1","0.5","0.7","6.3","0.5","0.7","0.1","2.4","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","2.4","10","4"
"Sales managers","=""11-2022""","Line Item","5.9","0.5","1.1","6.0","0.5","1.0","0.1","2.4","11","4"
"Operations specialties managers","=""11-3000""","Summary","3.4","0.3","0.1","3.5","0.3","0.1","0.1","4.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.0","0.1","0.4","0.0","0.1","0.0","2.4","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","2.4","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","2.4","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","9.6","19","3"
"Financial managers","=""11-3031""","Line Item","0.5","0.0","0.1","0.6","0.0","0.1","0.1","12.7","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.2","0.0","0.3","0.2","0.0","0.3","0.0","2.4","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","2.0","0.2","1.1","2.0","0.2","1.0","0.0","2.4","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","2.4","25","3"
"Other management occupations","=""11-9000""","Summary","0.6","0.0","0.0","0.6","0.1","0.0","0.0","4.9","27","2"
"Construction managers","=""11-9021""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","7.5","29","3"
"Managers, all other","=""11-9199""","Line Item","0.3","0.0","0.0","0.3","0.0","0.0","0.0","2.4","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","13.8","1.1","0.1","13.8","1.1","0.1","-0.1","-0.4","51","1"
"Business operations specialists","=""13-1000""","Summary","11.7","1.0","0.2","11.6","0.9","0.2","-0.1","-0.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","3.5","0.3","0.7","3.2","0.3","0.7","-0.3","-7.8","54","3"
"Cost estimators","=""13-1051""","Line Item","2.4","0.2","1.1","2.4","0.2","1.1","-0.1","-2.7","59","3"
"Human resources workers","=""13-1070""","Summary","1.1","0.1","0.1","1.1","0.1","0.1","0.0","0.4","60","3"
"Human resources specialists","=""13-1071""","Line Item","1.1","0.1","0.1","1.1","0.1","0.1","0.0","0.4","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.5","0.1","0.1","1.6","0.1","0.1","0.1","5.1","64","3"
"Logisticians","=""13-1081""","Line Item","0.3","0.0","0.2","0.4","0.0","0.1","0.0","14.7","65","4"
"Project management specialists","=""13-1082""","Line Item","1.2","0.1","0.1","1.2","0.1","0.1","0.0","2.4","66","4"
"Management analysts","=""13-1111""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","67","3"
"Training and development specialists","=""13-1151""","Line Item","0.2","0.0","0.0","0.2","0.0","0.0","0.0","2.4","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.3","0.1","0.2","1.4","0.1","0.1","0.1","9.6","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","1.4","0.1","0.1","1.4","0.1","0.1","0.0","2.4","73","3"
"Financial specialists","=""13-2000""","Summary","2.2","0.2","0.1","2.2","0.2","0.1","0.0","1.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","2.0","0.2","0.1","2.0","0.2","0.1","0.0","2.4","75","3"
"Credit analysts","=""13-2041""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-7.8","78","3"
"Computer and mathematical occupations","=""15-0000""","Summary","2.0","0.2","0.0","2.1","0.2","0.0","0.1","2.8","92","1"
"Computer occupations","=""15-1200""","Summary","2.0","0.2","0.0","2.0","0.2","0.0","0.0","2.4","93","2"
"Computer support specialists","=""15-1230""","Summary","0.7","0.1","0.1","0.7","0.1","0.1","0.0","-1.2","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","99","4"
"Computer user support specialists","=""15-1232""","Line Item","0.6","0.1","0.1","0.6","0.0","0.1","0.0","-1.7","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.4","0.0","0.1","0.4","0.0","0.1","0.0","-2.4","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.4","0.0","0.1","0.4","0.0","0.1","0.0","-2.7","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.6","0.0","0.0","0.6","0.0","0.0","0.1","9.6","106","3"
"Computer programmers","=""15-1251""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-16.0","107","4"
"Software developers","=""15-1252""","Line Item","0.2","0.0","0.0","0.3","0.0","0.0","0.0","17.8","108","4"
"Web developers","=""15-1254""","Line Item","0.2","0.0","0.2","0.2","0.0","0.2","0.0","12.7","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","12.7","111","4"
"Architecture and engineering occupations","=""17-0000""","Summary","0.9","0.1","0.0","0.9","0.1","0.0","0.0","1.2","120","1"
"Engineers","=""17-2000""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","6.6","128","2"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","0.7","0.1","0.1","0.7","0.1","0.1","0.0","-0.3","149","2"
"Drafters","=""17-3010""","Summary","0.7","0.1","0.3","0.7","0.1","0.4","0.0","-0.4","150","3"
"Architectural and civil drafters","=""17-3011""","Line Item","0.5","0.0","0.5","0.5","0.0","0.5","0.0","2.4","151","4"
"Mechanical drafters","=""17-3013""","Line Item","0.1","0.0","0.2","0.1","0.0","0.1","0.0","-7.8","153","4"
"Drafters, all other","=""17-3019""","Line Item","0.1","0.0","0.6","0.1","0.0","0.6","0.0","-7.8","154","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","8.3","166","1"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","58.3","4.8","1.9","59.7","4.8","1.9","1.4","2.4","355","1"
"Art and design workers","=""27-1000""","Summary","58.0","4.7","5.9","59.4","4.8","5.8","1.4","2.4","356","2"
"Designers","=""27-1020""","Summary","58.0","4.7","8.1","59.4","4.8","8.2","1.4","2.4","363","3"
"Commercial and industrial designers","=""27-1021""","Line Item","0.4","0.0","1.1","0.4","0.0","1.1","0.0","2.4","364","4"
"Graphic designers","=""27-1024""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","2.4","367","4"
"Interior designers","=""27-1025""","Line Item","2.6","0.2","2.7","2.6","0.2","2.6","0.1","2.4","368","4"
"Merchandise displayers and window trimmers","=""27-1026""","Line Item","54.6","4.5","31.5","55.9","4.5","31.5","1.3","2.4","369","4"
"Designers, all other","=""27-1029""","Line Item","0.3","0.0","0.8","0.3","0.0","0.8","0.0","2.4","371","4"
"Media and communication workers","=""27-3000""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","2.4","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","392","3"
"Writers and editors","=""27-3040""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","393","3"
"Protective service occupations","=""33-0000""","Summary","3.0","0.2","0.1","2.9","0.2","0.1","-0.2","-5.5","522","1"
"Supervisors of protective service workers","=""33-1000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-7.8","523","2"
"Miscellaneous first-line supervisors, protective service workers","=""33-1090""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-7.8","528","3"
"First-line supervisors of security workers","=""33-1091""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-7.8","529","4"
"Other protective service workers","=""33-9000""","Summary","2.9","0.2","0.2","2.8","0.2","0.2","-0.2","-5.4","546","2"
"Private detectives and investigators","=""33-9021""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","2.4","548","3"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","2.8","0.2","0.2","2.6","0.2","0.2","-0.2","-5.8","549","3"
"Security guards","=""33-9032""","Line Item","2.8","0.2","0.2","2.6","0.2","0.2","-0.2","-5.8","551","4"
"Miscellaneous protective service workers","=""33-9090""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","552","3"
"Protective service workers, all other","=""33-9099""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","2.4","557","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.4","0.0","0.0","0.5","0.0","0.0","0.0","4.3","558","1"
"Cooks and food preparation workers","=""35-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","11.4","562","2"
"Cooks","=""35-2010""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","11.4","563","3"
"Cooks, restaurant","=""35-2014""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","12.7","567","4"
"Food and beverage serving workers","=""35-3000""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","2.4","571","2"
"Fast food and counter workers","=""35-3023""","Line Item","0.2","0.0","0.0","0.2","0.0","0.0","0.0","2.4","573","3"
"Other food preparation and serving related workers","=""35-9000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","576","2"
"Dishwashers","=""35-9021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","578","3"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","2.2","0.2","0.0","2.2","0.2","0.0","0.0","1.5","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","1.9","0.2","0.0","1.9","0.2","0.1","0.0","1.4","585","2"
"Building cleaning workers","=""37-2010""","Summary","1.9","0.2","0.1","1.9","0.2","0.1","0.0","1.4","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","1.9","0.2","0.1","1.9","0.2","0.1","0.0","1.4","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.3","0.0","0.0","0.3","0.0","0.0","0.0","2.4","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","0.3","0.0","0.0","0.3","0.0","0.0","0.0","2.4","592","3"
"Sales and related occupations","=""41-0000""","Summary","691.0","56.3","4.8","696.3","56.0","4.9","5.4","0.8","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","78.5","6.4","4.4","80.4","6.5","4.8","1.9","2.4","645","2"
"First-line supervisors of retail sales workers","=""41-1011""","Line Item","77.3","6.3","5.5","79.1","6.4","6.0","1.9","2.4","646","3"
"First-line supervisors of non-retail sales workers","=""41-1012""","Line Item","1.2","0.1","0.3","1.2","0.1","0.3","0.0","2.4","647","3"
"Retail sales workers","=""41-2000""","Summary","584.3","47.7","7.5","587.1","47.3","8.0","2.8","0.5","648","2"
"Cashiers","=""41-2010""","Summary","147.8","12.1","4.4","140.0","11.3","4.6","-7.8","-5.3","649","3"
"Cashiers","=""41-2011""","Line Item","147.8","12.1","4.4","140.0","11.3","4.7","-7.8","-5.3","650","4"
"Counter and rental clerks and parts salespersons","=""41-2020""","Summary","5.6","0.5","0.9","5.8","0.5","0.9","0.1","2.4","652","3"
"Counter and rental clerks","=""41-2021""","Line Item","4.1","0.3","1.1","4.2","0.3","1.1","0.1","2.4","653","4"
"Parts salespersons","=""41-2022""","Line Item","1.5","0.1","0.6","1.6","0.1","0.6","0.0","2.4","654","4"
"Retail salespersons","=""41-2031""","Line Item","430.9","35.1","11.4","441.3","35.5","12.0","10.4","2.4","655","3"
"Sales representatives, services","=""41-3000""","Summary","2.7","0.2","0.1","2.7","0.2","0.1","0.1","2.4","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","2.7","0.2","0.2","2.7","0.2","0.2","0.1","2.4","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","23.4","1.9","1.4","24.0","1.9","1.4","0.6","2.4","662","2"
"Sales representatives, wholesale and manufacturing, technical and scientific products","=""41-4011""","Line Item","1.0","0.1","0.3","1.0","0.1","0.3","0.0","2.4","663","3"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","22.4","1.8","1.7","23.0","1.8","1.7","0.5","2.4","664","3"
"Models, demonstrators, and product promoters","=""41-9010""","Summary","0.1","0.0","0.2","0.1","0.0","0.2","0.0","2.4","666","3"
"Demonstrators and product promoters","=""41-9011""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","2.4","667","4"
"Telemarketers","=""41-9041""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-18.1","673","3"
"Office and administrative support occupations","=""43-0000""","Summary","128.2","10.5","0.6","118.1","9.5","0.6","-10.1","-7.9","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","14.9","1.2","1.0","13.8","1.1","0.9","-1.2","-7.8","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","14.9","1.2","1.0","13.8","1.1","0.9","-1.2","-7.8","679","3"
"Financial clerks","=""43-3000""","Summary","13.9","1.1","0.5","12.8","1.0","0.5","-1.1","-8.0","684","2"
"Bill and account collectors","=""43-3011""","Line Item","0.6","0.0","0.3","0.5","0.0","0.3","0.0","-7.8","685","3"
"Billing and posting clerks","=""43-3021""","Line Item","0.7","0.1","0.2","0.6","0.1","0.1","-0.1","-7.8","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","12.0","1.0","0.7","11.0","0.9","0.7","-0.9","-7.8","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","-18.1","689","3"
"Procurement clerks","=""43-3061""","Line Item","0.5","0.0","0.7","0.4","0.0","0.7","0.0","-7.8","690","3"
"Information and record clerks","=""43-4000""","Summary","46.1","3.8","0.8","42.4","3.4","0.8","-3.7","-8.1","693","2"
"Customer service representatives","=""43-4051""","Line Item","43.2","3.5","1.4","39.9","3.2","1.4","-3.4","-7.8","698","3"
"File clerks","=""43-4071""","Line Item","0.2","0.0","0.2","0.1","0.0","0.2","0.0","-18.1","700","3"
"Order clerks","=""43-4151""","Line Item","1.1","0.1","0.8","0.9","0.1","0.8","-0.2","-18.1","706","3"
"Human resources assistants, except payroll and timekeeping","=""43-4161""","Line Item","0.2","0.0","0.2","0.2","0.0","0.2","0.0","-7.8","707","3"
"Receptionists and information clerks","=""43-4171""","Line Item","1.2","0.1","0.1","1.1","0.1","0.1","-0.1","-8.8","708","3"
"Information and record clerks, all other","=""43-4199""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","2.4","710","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","29.2","2.4","1.2","27.3","2.2","1.1","-1.9","-6.4","711","2"
"Dispatchers","=""43-5030""","Summary","1.0","0.1","0.3","0.9","0.1","0.3","0.0","-2.7","714","3"
"Dispatchers, except police, fire, and ambulance","=""43-5032""","Line Item","1.0","0.1","0.4","0.9","0.1","0.4","0.0","-2.7","716","4"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","3.7","0.3","0.9","3.8","0.3","0.9","0.1","2.4","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","24.4","2.0","2.8","22.5","1.8","2.8","-1.9","-7.8","723","3"
"Weighers, measurers, checkers, and samplers, recordkeeping","=""43-5111""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-7.8","724","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","5.3","0.4","0.2","4.6","0.4","0.2","-0.7","-13.4","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.2","0.0","0.0","0.2","0.0","0.0","-0.1","-23.2","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","5.1","0.4","0.3","4.4","0.4","0.2","-0.7","-12.9","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","18.7","1.5","0.5","17.2","1.4","0.5","-1.5","-8.1","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.2","0.0","0.1","0.2","0.0","0.1","-0.1","-28.3","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","-0.1","-28.3","732","4"
"Office clerks, general","=""43-9061""","Line Item","18.3","1.5","0.7","16.8","1.4","0.7","-1.4","-7.8","737","3"
