"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","3.4","100.0","0.0","4.9","100.0","0.0","1.6","46.2","","0"
"Management occupations","=""11-0000""","Summary","0.2","7.2","0.0","0.4","7.2","0.0","0.1","47.1","2","1"
"Top executives","=""11-1000""","Summary","0.1","3.0","0.0","0.1","3.0","0.0","0.0","44.5","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","2.5","0.0","0.1","2.5","0.0","0.0","48.3","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","2.5","0.0","0.1","2.6","0.0","0.0","48.8","15","2"
"Industrial production managers","=""11-3051""","Line Item","0.1","2.1","0.0","0.1","2.2","0.0","0.0","48.3","21","3"
"Business and financial operations occupations","=""13-0000""","Summary","0.3","8.2","0.0","0.4","8.3","0.0","0.1","47.2","51","1"
"Business operations specialists","=""13-1000""","Summary","0.2","5.2","0.0","0.3","5.2","0.0","0.1","46.6","52","2"
"Financial specialists","=""13-2000""","Summary","0.1","3.1","0.0","0.2","3.1","0.0","0.0","48.3","74","2"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","2.6","0.0","0.1","2.8","0.0","0.1","59.6","92","1"
"Architecture and engineering occupations","=""17-0000""","Summary","0.3","10.2","0.0","0.5","10.3","0.0","0.2","48.3","120","1"
"Engineers","=""17-2000""","Summary","0.3","8.8","0.0","0.4","8.9","0.0","0.1","48.4","128","2"
"Electrical and electronics engineers","=""17-2070""","Summary","0.3","8.4","0.1","0.4","8.5","0.1","0.1","48.3","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.3","8.4","0.2","0.4","8.5","0.2","0.1","48.3","136","4"
"Office and administrative support occupations","=""43-0000""","Summary","0.2","5.8","0.0","0.3","5.3","0.0","0.1","32.2","677","1"
"Other office and administrative support workers","=""43-9000""","Summary","0.1","2.2","0.0","0.1","2.0","0.0","0.0","32.4","730","2"
"Construction and extraction occupations","=""47-0000""","Summary","0.1","2.6","0.0","0.1","2.6","0.0","0.0","48.3","763","1"
"Construction trades workers","=""47-2000""","Summary","0.1","2.5","0.0","0.1","2.6","0.0","0.0","48.3","766","2"
"Electricians","=""47-2111""","Line Item","0.1","2.1","0.0","0.1","2.1","0.0","0.0","48.3","788","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","1.5","44.7","0.0","2.2","45.2","0.0","0.7","48.0","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.1","3.8","0.0","0.2","3.9","0.0","0.1","48.3","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.1","3.8","0.0","0.2","3.9","0.0","0.1","48.3","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.2","4.7","0.0","0.2","4.7","0.0","0.1","46.7","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","0.2","4.7","0.1","0.2","4.7","0.1","0.1","46.7","848","3"
"Electrical and electronics repairers, commercial and industrial equipment","=""49-2094""","Line Item","0.1","1.7","0.1","0.1","1.6","0.2","0.0","43.8","852","4"
"Electrical and electronics repairers, powerhouse, substation, and relay","=""49-2095""","Line Item","0.1","1.6","0.2","0.1","1.7","0.3","0.0","48.3","853","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","1.2","35.5","0.0","1.8","36.0","0.1","0.6","48.3","876","2"
"Line installers and repairers","=""49-9050""","Summary","0.9","25.7","0.4","1.3","26.0","0.5","0.4","48.3","887","3"
"Electrical power-line installers and repairers","=""49-9051""","Line Item","0.8","25.3","0.7","1.3","25.6","1.0","0.4","48.3","888","4"
"Wind turbine service technicians","=""49-9081""","Line Item","0.2","6.4","1.9","0.3","6.5","2.0","0.1","48.3","897","3"
"Production occupations","=""51-0000""","Summary","0.5","14.9","0.0","0.7","14.4","0.0","0.2","40.7","907","1"
"Supervisors of production workers","=""51-1000""","Summary","0.1","2.3","0.0","0.1","2.3","0.0","0.0","48.3","908","2"
"First-line supervisors of production and operating workers","=""51-1011""","Line Item","0.1","2.3","0.0","0.1","2.3","0.0","0.0","48.3","909","3"
"Plant and system operators","=""51-8000""","Summary","0.4","11.7","0.1","0.6","11.2","0.2","0.2","40.7","997","2"
"Power plant operators, distributors, and dispatchers","=""51-8010""","Summary","0.4","11.3","0.8","0.5","10.9","1.3","0.2","40.8","998","3"
"Power plant operators","=""51-8013""","Line Item","0.4","10.8","1.1","0.5","10.4","1.8","0.1","40.8","1001","4"
