"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","28.8","100.0","0.0","30.6","100.0","0.0","1.8","6.2","","0"
"Management occupations","=""11-0000""","Summary","3.1","10.7","0.0","3.4","11.1","0.0","0.3","9.9","2","1"
"Top executives","=""11-1000""","Summary","2.1","7.4","0.1","2.3","7.6","0.1","0.2","8.7","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.8","0.1","0.2","0.7","0.1","0.0","-6.1","4","3"
"General and operations managers","=""11-1021""","Line Item","1.9","6.6","0.1","2.1","6.9","0.1","0.2","10.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.5","1.7","0.0","0.5","1.7","0.0","0.1","10.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","1.1","0.0","0.3","1.1","0.0","0.0","10.5","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.9","0.1","0.3","0.9","0.1","0.0","10.5","10","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.5","0.1","0.2","0.5","0.1","0.0","10.5","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.5","0.2","0.1","0.5","0.2","0.0","10.5","13","4"
"Operations specialties managers","=""11-3000""","Summary","0.4","1.3","0.0","0.4","1.5","0.0","0.1","15.9","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","10.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","10.5","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","18.2","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.6","0.0","0.2","0.6","0.0","0.0","21.6","20","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","10.5","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","10.5","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","13.2","45.9","0.1","14.7","47.9","0.1","1.4","10.8","51","1"
"Business operations specialists","=""13-1000""","Summary","12.5","43.5","0.2","13.9","45.4","0.2","1.4","10.9","52","2"
"Agents and business managers of artists, performers, and athletes","=""13-1011""","Line Item","10.5","36.3","52.7","11.6","37.8","53.8","1.1","10.5","53","3"
"Human resources workers","=""13-1070""","Summary","0.3","1.0","0.0","0.3","1.0","0.0","0.0","8.3","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.8","0.0","0.3","0.8","0.0","0.0","8.3","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.5","0.0","0.2","0.6","0.0","0.0","10.5","64","3"
"Project management specialists","=""13-1082""","Line Item","0.2","0.5","0.0","0.2","0.6","0.0","0.0","10.5","66","4"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.2","0.7","0.1","0.2","0.7","0.2","0.0","10.5","68","3"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","10.5","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.7","2.4","0.1","0.8","2.6","0.1","0.1","18.2","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.5","1.6","0.0","0.5","1.7","0.0","0.0","10.5","73","3"
"Financial specialists","=""13-2000""","Summary","0.7","2.4","0.0","0.8","2.5","0.0","0.1","10.5","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.6","2.2","0.0","0.7","2.3","0.0","0.1","10.5","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.6","1.9","0.0","0.6","2.1","0.0","0.1","15.4","92","1"
"Computer occupations","=""15-1200""","Summary","0.5","1.9","0.0","0.6","2.1","0.0","0.1","15.1","93","2"
"Computer support specialists","=""15-1230""","Summary","0.2","0.8","0.0","0.2","0.8","0.0","0.0","6.9","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.2","0.6","0.0","0.2","0.6","0.0","0.0","6.1","100","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.2","0.9","0.0","0.3","1.0","0.0","0.1","23.6","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.3","0.0","0.1","0.4","0.0","0.0","27.1","108","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.4","0.1","0.2","0.5","0.1","0.0","21.6","111","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","10.5","112","3"
"Legal occupations","=""23-0000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","15.7","255","1"
"Lawyers, judges, and related workers","=""23-1000""","Summary","0.1","0.3","0.0","0.1","0.4","0.0","0.0","16.0","256","2"
"Lawyers and judicial law clerks","=""23-1010""","Summary","0.1","0.3","0.0","0.1","0.4","0.0","0.0","16.0","257","3"
"Lawyers","=""23-1011""","Line Item","0.1","0.3","0.0","0.1","0.4","0.0","0.0","16.0","258","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","1.8","6.2","0.1","2.0","6.4","0.1","0.2","10.7","355","1"
"Designers","=""27-1020""","Summary","0.1","0.2","0.0","0.1","0.3","0.0","0.0","10.5","363","3"
"Graphic designers","=""27-1024""","Line Item","0.1","0.2","0.0","0.1","0.3","0.0","0.0","10.5","367","4"
"Entertainers and performers, sports and related workers","=""27-2000""","Summary","1.0","3.5","0.1","1.1","3.6","0.1","0.1","10.5","372","2"
"Actors, producers, and directors","=""27-2010""","Summary","0.3","1.1","0.1","0.4","1.2","0.1","0.0","10.5","373","3"
"Producers and directors","=""27-2012""","Line Item","0.3","0.9","0.2","0.3","1.0","0.2","0.0","10.5","375","4"
"Athletes, coaches, umpires, and related workers","=""27-2020""","Summary","0.2","0.8","0.1","0.3","0.9","0.1","0.0","10.5","376","3"
"Coaches and scouts","=""27-2022""","Line Item","0.2","0.6","0.1","0.2","0.6","0.1","0.0","10.5","378","4"
"Musicians, singers, and related workers","=""27-2040""","Summary","0.2","0.6","0.1","0.2","0.6","0.1","0.0","10.5","383","3"
"Media and communication workers","=""27-3000""","Summary","0.5","1.7","0.1","0.5","1.7","0.1","0.1","10.5","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.3","1.0","0.1","0.3","1.1","0.1","0.0","10.5","392","3"
"Writers and editors","=""27-3040""","Summary","0.2","0.6","0.1","0.2","0.7","0.1","0.0","10.5","393","3"
"Editors","=""27-3041""","Line Item","0.1","0.4","0.1","0.1","0.5","0.1","0.0","10.5","394","4"
"Writers and authors","=""27-3043""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","10.5","396","4"
"Media and communication equipment workers","=""27-4000""","Summary","0.2","0.6","0.0","0.2","0.7","0.0","0.0","12.2","401","2"
"Television, video, and film camera operators and editors","=""27-4030""","Summary","0.1","0.2","0.1","0.1","0.2","0.1","0.0","16.3","408","3"
"Film and video editors","=""27-4032""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","19.3","410","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","9.4","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","9.4","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","9.4","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","9.4","587","4"
"Sales and related occupations","=""41-0000""","Summary","0.5","1.8","0.0","0.6","1.8","0.0","0.1","10.5","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.4","1.5","0.0","0.5","1.6","0.0","0.0","10.5","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.4","1.4","0.0","0.5","1.5","0.0","0.0","10.5","661","3"
"Office and administrative support occupations","=""43-0000""","Summary","9.2","31.8","0.0","8.8","28.8","0.0","-0.3","-3.7","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.3","0.9","0.0","0.3","0.8","0.0","0.0","-0.5","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.3","0.9","0.0","0.3","0.8","0.0","0.0","-0.5","679","3"
"Financial clerks","=""43-3000""","Summary","1.5","5.2","0.0","1.5","5.0","0.1","0.0","1.0","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","1.3","4.4","0.1","1.3","4.1","0.1","0.0","-0.5","687","3"
"Information and record clerks","=""43-4000""","Summary","0.4","1.3","0.0","0.4","1.1","0.0","0.0","-3.4","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.1","0.3","0.0","0.1","0.2","0.0","0.0","-0.5","698","3"
"Order clerks","=""43-4151""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","-11.6","706","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.2","0.7","0.0","0.2","0.7","0.0","0.0","-1.7","708","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","0.5","1.9","0.0","0.6","1.9","0.0","0.1","10.1","711","2"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.5","1.8","0.1","0.6","1.9","0.1","0.1","10.5","722","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","5.3","18.5","0.2","4.9","16.1","0.2","-0.4","-7.3","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.6","2.0","0.1","0.5","1.6","0.1","-0.1","-17.1","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","4.7","16.5","0.2","4.5","14.6","0.2","-0.3","-6.1","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","1.2","4.1","0.0","1.2","3.8","0.0","0.0","-0.9","730","2"
"Office clerks, general","=""43-9061""","Line Item","1.1","3.9","0.0","1.1","3.7","0.0","0.0","-0.5","737","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","10.5","840","1"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","10.5","876","2"
