"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","30.3","100.0","0.0","29.4","100.0","0.0","-0.9","-2.9","","0"
"Management occupations","=""11-0000""","Summary","3.4","11.3","0.0","3.4","11.6","0.0","0.0","-0.8","2","1"
"Top executives","=""11-1000""","Summary","0.4","1.5","0.0","0.4","1.5","0.0","0.0","-3.8","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-16.4","4","3"
"General and operations managers","=""11-1021""","Line Item","0.4","1.3","0.0","0.4","1.3","0.0","0.0","-1.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.2","0.5","0.0","0.1","0.5","0.0","0.0","-1.6","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-1.6","9","3"
"Operations specialties managers","=""11-3000""","Summary","0.7","2.4","0.0","0.7","2.5","0.0","0.0","3.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.8","0.1","0.2","0.8","0.1","0.0","-1.6","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.7","0.1","0.2","0.7","0.1","0.0","-1.6","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","5.3","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.9","0.0","0.3","1.0","0.0","0.0","8.2","20","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-1.6","25","3"
"Other management occupations","=""11-9000""","Summary","2.1","6.9","0.0","2.1","7.1","0.0","0.0","-1.4","27","2"
"Education and childcare administrators","=""11-9030""","Summary","1.9","6.3","0.3","1.9","6.4","0.3","0.0","-1.6","30","3"
"Education administrators, postsecondary","=""11-9033""","Line Item","1.8","5.8","0.8","1.7","5.9","0.8","0.0","-1.6","33","4"
"Education administrators, all other","=""11-9039""","Line Item","0.1","0.5","0.2","0.1","0.5","0.2","0.0","-1.6","34","4"
"Managers, all other","=""11-9199""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-1.6","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.2","7.1","0.0","2.1","7.2","0.0","0.0","-1.1","51","1"
"Business operations specialists","=""13-1000""","Summary","1.2","3.8","0.0","1.1","3.9","0.0","0.0","-0.7","52","2"
"Compliance officers","=""13-1041""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-1.6","58","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.9","0.0","0.3","0.9","0.0","0.0","-3.6","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.9","0.0","0.2","0.8","0.0","0.0","-3.6","61","4"
"Fundraisers","=""13-1131""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-1.6","69","3"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-1.6","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.3","0.8","0.0","0.3","0.9","0.0","0.0","5.3","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.7","0.0","0.2","0.8","0.0","0.0","-1.6","73","3"
"Financial specialists","=""13-2000""","Summary","1.0","3.3","0.0","1.0","3.3","0.0","0.0","-1.6","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.3","0.8","0.0","0.3","0.9","0.0","0.0","-1.6","75","3"
"Credit counselors and loan officers","=""13-2070""","Summary","0.6","1.9","0.1","0.6","1.9","0.1","0.0","-1.6","85","3"
"Credit counselors","=""13-2071""","Line Item","0.5","1.7","1.6","0.5","1.8","1.5","0.0","-1.6","86","4"
"Financial specialists, all other","=""13-2099""","Line Item","0.1","0.4","0.1","0.1","0.4","0.1","0.0","-1.6","91","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.6","2.0","0.0","0.6","2.0","0.0","0.0","-1.5","92","1"
"Computer occupations","=""15-1200""","Summary","0.6","1.9","0.0","0.5","1.9","0.0","0.0","-2.6","93","2"
"Computer support specialists","=""15-1230""","Summary","0.3","1.0","0.0","0.3","1.0","0.0","0.0","-4.5","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-1.6","99","4"
"Computer user support specialists","=""15-1232""","Line Item","0.2","0.8","0.0","0.2","0.7","0.0","0.0","-5.6","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-5.3","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-6.5","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","3.5","106","3"
"Community and social service occupations","=""21-0000""","Summary","2.4","8.0","0.1","2.4","8.1","0.1","0.0","-1.6","232","1"
"Counselors, social workers, and other community and social service specialists","=""21-1000""","Summary","2.4","7.9","0.1","2.3","8.0","0.1","0.0","-1.6","233","2"
"Counselors","=""21-1010""","Summary","2.3","7.7","0.2","2.3","7.8","0.2","0.0","-1.6","234","3"
"Educational, guidance, and career counselors and advisors","=""21-1012""","Line Item","2.3","7.5","0.7","2.2","7.6","0.6","0.0","-1.6","235","4"
"Educational instruction and library occupations","=""25-0000""","Summary","14.5","47.8","0.2","14.3","48.8","0.1","-0.1","-0.8","269","1"
"Postsecondary teachers","=""25-1000""","Summary","12.2","40.4","0.7","12.2","41.5","0.7","0.0","-0.3","270","2"
"Business teachers, postsecondary","=""25-1011""","Line Item","0.5","1.7","0.5","0.5","1.6","0.4","-0.1","-11.5","271","3"
"Math and computer science teachers, postsecondary","=""25-1020""","Summary","0.7","2.2","0.7","0.7","2.3","0.7","0.0","-1.6","272","3"
"Computer science teachers, postsecondary","=""25-1021""","Line Item","0.4","1.4","1.0","0.4","1.4","1.0","0.0","-1.6","273","4"
"Mathematical science teachers, postsecondary","=""25-1022""","Line Item","0.2","0.8","0.4","0.2","0.8","0.4","0.0","-1.6","274","4"
"Engineering and architecture teachers, postsecondary","=""25-1030""","Summary","0.2","0.7","0.4","0.2","0.8","0.4","0.0","1.5","275","3"
"Life sciences teachers, postsecondary","=""25-1040""","Summary","0.2","0.7","0.3","0.2","0.7","0.3","0.0","2.2","278","3"
"Biological science teachers, postsecondary","=""25-1042""","Line Item","0.2","0.5","0.3","0.2","0.6","0.3","0.0","3.3","280","4"
"Physical sciences teachers, postsecondary","=""25-1050""","Summary","0.1","0.5","0.2","0.1","0.5","0.2","0.0","-1.6","282","3"
"Chemistry teachers, postsecondary","=""25-1052""","Line Item","0.1","0.2","0.2","0.1","0.2","0.2","0.0","-1.6","284","4"
"Social sciences teachers, postsecondary","=""25-1060""","Summary","0.4","1.3","0.3","0.4","1.3","0.3","0.0","-1.6","287","3"
"Psychology teachers, postsecondary","=""25-1066""","Line Item","0.2","0.7","0.4","0.2","0.7","0.4","0.0","-1.6","293","4"
"Health teachers, postsecondary","=""25-1070""","Summary","3.2","10.5","0.9","3.6","12.2","0.9","0.4","13.1","296","3"
"Health specialties teachers, postsecondary","=""25-1071""","Line Item","1.4","4.7","0.5","1.6","5.5","0.5","0.2","13.1","297","4"
"Nursing instructors and teachers, postsecondary","=""25-1072""","Line Item","1.7","5.8","2.0","2.0","6.7","1.9","0.2","13.1","298","4"
"Education and library science teachers, postsecondary","=""25-1080""","Summary","0.1","0.3","0.1","0.1","0.3","0.1","0.0","-1.6","299","3"
"Education teachers, postsecondary","=""25-1081""","Line Item","0.1","0.3","0.1","0.1","0.3","0.1","0.0","-1.6","300","4"
"Law, criminal justice, and social work teachers, postsecondary","=""25-1110""","Summary","0.2","0.7","0.4","0.2","0.7","0.4","0.0","-1.6","302","3"
"Criminal justice and law enforcement teachers, postsecondary","=""25-1111""","Line Item","0.1","0.5","0.9","0.1","0.5","0.9","0.0","-1.6","303","4"
"Law teachers, postsecondary","=""25-1112""","Line Item","0.1","0.2","0.3","0.1","0.2","0.3","0.0","-1.6","304","4"
"Arts, communications, history, and humanities teachers, postsecondary","=""25-1120""","Summary","0.8","2.5","0.3","0.8","2.6","0.2","0.0","-1.6","306","3"
"Communications teachers, postsecondary","=""25-1122""","Line Item","0.1","0.4","0.3","0.1","0.4","0.3","0.0","-1.6","308","4"
"English language and literature teachers, postsecondary","=""25-1123""","Line Item","0.3","1.1","0.5","0.3","1.1","0.5","0.0","-1.6","309","4"
"History teachers, postsecondary","=""25-1125""","Line Item","0.1","0.2","0.2","0.1","0.2","0.2","0.0","-1.6","311","4"
"Miscellaneous postsecondary teachers","=""25-1190""","Summary","5.8","19.3","1.5","5.5","18.6","1.4","-0.4","-6.3","313","3"
"Career/technical education teachers, postsecondary","=""25-1194""","Line Item","4.3","14.2","3.8","3.8","12.9","3.4","-0.5","-11.5","316","4"
"Postsecondary teachers, all other","=""25-1199""","Line Item","1.5","5.0","0.6","1.6","5.6","0.6","0.1","8.2","317","4"
"Other teachers and instructors","=""25-3000""","Summary","0.7","2.3","0.1","0.6","2.2","0.1","0.0","-7.0","335","2"
"Adult basic education, adult secondary education, and english as a second language instructors","=""25-3011""","Line Item","0.3","0.8","0.6","0.2","0.7","0.6","0.0","-16.4","336","3"
"Tutors","=""25-3041""","Line Item","0.3","1.0","0.1","0.3","1.0","0.1","0.0","-1.6","339","3"
"Librarians, curators, and archivists","=""25-4000""","Summary","0.2","0.7","0.1","0.2","0.7","0.1","0.0","-1.6","341","2"
"Librarians and media collections specialists","=""25-4022""","Line Item","0.2","0.5","0.1","0.2","0.5","0.1","0.0","-1.6","346","3"
"Other educational instruction and library occupations","=""25-9000""","Summary","1.2","4.1","0.1","1.2","4.1","0.1","0.0","-1.6","348","2"
"Instructional coordinators","=""25-9031""","Line Item","0.5","1.6","0.2","0.5","1.6","0.2","0.0","-1.6","350","3"
"Teaching assistants","=""25-9040""","Summary","0.4","1.2","0.0","0.4","1.2","0.0","0.0","-1.6","351","3"
"Teaching assistants, postsecondary","=""25-9044""","Line Item","0.2","0.5","0.1","0.2","0.5","0.1","0.0","-1.6","352","4"
"Teaching assistants, except postsecondary","=""25-9045""","Line Item","0.2","0.7","0.0","0.2","0.7","0.0","0.0","-1.6","353","4"
"Educational instruction and library workers, all other","=""25-9099""","Line Item","0.4","1.3","0.3","0.4","1.3","0.3","0.0","-1.6","354","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.5","1.6","0.0","0.5","1.6","0.0","0.0","-1.6","355","1"
"Entertainers and performers, sports and related workers","=""27-2000""","Summary","0.3","0.9","0.0","0.3","0.9","0.0","0.0","-1.6","372","2"
"Athletes, coaches, umpires, and related workers","=""27-2020""","Summary","0.3","0.9","0.1","0.3","0.9","0.1","0.0","-1.6","376","3"
"Coaches and scouts","=""27-2022""","Line Item","0.3","0.9","0.1","0.3","0.9","0.1","0.0","-1.6","378","4"
"Media and communication workers","=""27-3000""","Summary","0.2","0.5","0.0","0.2","0.5","0.0","0.0","-1.6","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-1.6","392","3"
"Writers and editors","=""27-3040""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-1.6","393","3"
"Healthcare practitioners and technical occupations","=""29-0000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-1.5","412","1"
"Healthcare diagnosing or treating practitioners","=""29-1000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-1.5","413","2"
"Registered nurses","=""29-1141""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-1.6","436","3"
"Healthcare support occupations","=""31-0000""","Summary","0.1","0.2","0.0","0.1","0.3","0.0","0.0","-1.6","497","1"
"Protective service occupations","=""33-0000""","Summary","0.2","0.8","0.0","0.2","0.8","0.0","0.0","-6.1","522","1"
"Other protective service workers","=""33-9000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-9.5","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-9.5","549","3"
"Security guards","=""33-9032""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-9.5","551","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-1.6","558","1"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.5","1.8","0.0","0.5","1.8","0.0","0.0","-2.4","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.4","1.5","0.0","0.4","1.5","0.0","0.0","-2.6","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.4","1.5","0.0","0.4","1.5","0.0","0.0","-2.6","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.4","1.5","0.0","0.4","1.5","0.0","0.0","-2.6","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-1.6","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-1.6","592","3"
"Personal care and service occupations","=""39-0000""","Summary","0.2","0.5","0.0","0.1","0.5","0.0","0.0","-1.6","596","1"
"Other personal care and service workers","=""39-9000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-1.6","637","2"
"Sales and related occupations","=""41-0000""","Summary","0.3","0.9","0.0","0.3","0.9","0.0","0.0","-2.7","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.2","0.7","0.0","0.2","0.7","0.0","0.0","-1.6","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.2","0.7","0.0","0.2","0.7","0.0","0.0","-1.6","661","3"
"Office and administrative support occupations","=""43-0000""","Summary","4.8","15.8","0.0","4.2","14.2","0.0","-0.6","-12.9","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.4","1.4","0.0","0.4","1.2","0.0","0.0","-11.5","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.4","1.4","0.0","0.4","1.2","0.0","0.0","-11.5","679","3"
"Financial clerks","=""43-3000""","Summary","0.4","1.3","0.0","0.4","1.2","0.0","0.0","-11.8","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.3","1.1","0.0","0.3","1.0","0.0","0.0","-11.5","687","3"
"Information and record clerks","=""43-4000""","Summary","1.9","6.3","0.0","1.7","5.8","0.0","-0.2","-10.5","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.9","2.9","0.0","0.8","2.7","0.0","-0.1","-11.5","698","3"
"Interviewers, except eligibility and loan","=""43-4111""","Line Item","0.4","1.2","0.2","0.3","1.1","0.2","0.0","-11.5","702","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.4","1.2","0.0","0.3","1.1","0.0","0.0","-12.4","708","3"
"Information and record clerks, all other","=""43-4199""","Line Item","0.2","0.7","0.1","0.2","0.8","0.1","0.0","-1.6","710","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-7.6","711","2"
"Secretaries and administrative assistants","=""43-6000""","Summary","1.0","3.3","0.0","0.8","2.8","0.0","-0.2","-18.2","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.2","0.6","0.0","0.1","0.5","0.0","0.0","-26.2","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.8","2.7","0.0","0.7","2.3","0.0","-0.1","-16.4","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","1.0","3.2","0.0","0.8","2.9","0.0","-0.1","-13.5","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.1","0.3","0.0","0.1","0.2","0.0","0.0","-32.2","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.1","0.3","0.0","0.1","0.2","0.0","0.0","-31.1","732","4"
"Office clerks, general","=""43-9061""","Line Item","0.8","2.6","0.0","0.7","2.4","0.0","-0.1","-11.5","737","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","0.1","0.3","0.0","0.1","0.2","0.0","0.0","-13.4","741","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.4","1.2","0.0","0.3","1.2","0.0","0.0","-1.7","840","1"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.3","1.1","0.0","0.3","1.1","0.0","0.0","-1.6","876","2"
"Maintenance and repair workers, general","=""49-9071""","Line Item","0.3","1.0","0.0","0.3","1.0","0.0","0.0","-1.6","896","3"
"Transportation and material moving occupations","=""53-0000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-1.6","1047","1"
