"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","237.5","100.0","0.1","251.5","100.0","0.1","14.0","5.9","","0"
"Management occupations","=""11-0000""","Summary","34.6","14.6","0.3","37.0","14.7","0.3","2.4","7.1","2","1"
"Top executives","=""11-1000""","Summary","9.2","3.9","0.2","9.6","3.8","0.2","0.4","4.5","3","2"
"Chief executives","=""11-1011""","Line Item","0.7","0.3","0.2","0.6","0.2","0.2","-0.1","-10.2","4","3"
"General and operations managers","=""11-1021""","Line Item","8.5","3.6","0.2","9.0","3.6","0.2","0.5","5.7","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","10.2","4.3","1.0","10.8","4.3","1.0","0.6","5.7","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","1.2","0.5","3.9","1.3","0.5","4.0","0.1","5.7","8","3"
"Marketing and sales managers","=""11-2020""","Summary","7.2","3.1","0.8","7.7","3.0","0.8","0.4","5.7","9","3"
"Marketing managers","=""11-2021""","Line Item","4.1","1.7","1.1","4.3","1.7","1.1","0.2","5.7","10","4"
"Sales managers","=""11-2022""","Line Item","3.2","1.3","0.6","3.4","1.3","0.6","0.2","5.7","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","1.8","0.7","1.7","1.9","0.7","1.7","0.1","5.7","12","3"
"Public relations managers","=""11-2032""","Line Item","1.6","0.7","2.2","1.7","0.7","2.2","0.1","5.7","13","4"
"Fundraising managers","=""11-2033""","Line Item","0.2","0.1","0.5","0.2","0.1","0.5","0.0","5.7","14","4"
"Operations specialties managers","=""11-3000""","Summary","9.4","4.0","0.4","10.5","4.2","0.4","1.1","11.9","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.7","0.3","0.2","0.8","0.3","0.2","0.0","5.7","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.5","0.2","0.2","0.5","0.2","0.2","0.0","5.7","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.1","0.2","0.3","0.1","0.2","0.0","5.7","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","4.4","1.8","0.8","4.9","2.0","0.8","0.6","13.1","19","3"
"Financial managers","=""11-3031""","Line Item","2.5","1.0","0.3","2.9","1.1","0.3","0.4","16.3","20","3"
"Purchasing managers","=""11-3061""","Line Item","0.2","0.1","0.2","0.2","0.1","0.2","0.0","5.7","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","5.7","23","3"
"Human resources managers","=""11-3121""","Line Item","1.1","0.5","0.6","1.2","0.5","0.6","0.1","5.7","25","3"
"Training and development managers","=""11-3131""","Line Item","0.3","0.1","0.7","0.3","0.1","0.7","0.0","5.7","26","3"
"Other management occupations","=""11-9000""","Summary","5.7","2.4","0.1","6.1","2.4","0.1","0.3","5.9","27","2"
"Construction managers","=""11-9021""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","11.0","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","5.7","35","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.7","44","3"
"Managers, all other","=""11-9199""","Line Item","5.1","2.2","0.4","5.4","2.2","0.4","0.3","5.7","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","29.8","12.6","0.3","32.0","12.7","0.3","2.2","7.3","51","1"
"Business operations specialists","=""13-1000""","Summary","26.0","10.9","0.4","27.9","11.1","0.4","2.0","7.6","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.5","0.2","0.1","0.5","0.2","0.1","0.0","-4.9","54","3"
"Compliance officers","=""13-1041""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","5.7","58","3"
"Human resources workers","=""13-1070""","Summary","2.8","1.2","0.3","2.9","1.2","0.3","0.1","3.6","60","3"
"Human resources specialists","=""13-1071""","Line Item","2.8","1.2","0.3","2.9","1.2","0.3","0.1","3.6","61","4"
"Labor relations specialists","=""13-1075""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.6","63","4"
"Logisticians and project management specialists","=""13-1080""","Summary","2.5","1.1","0.2","2.7","1.1","0.2","0.2","6.2","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","18.4","65","4"
"Project management specialists","=""13-1082""","Line Item","2.4","1.0","0.3","2.6","1.0","0.3","0.1","5.7","66","4"
"Management analysts","=""13-1111""","Line Item","1.5","0.6","0.1","1.5","0.6","0.1","0.1","5.7","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.7","0.3","0.5","0.8","0.3","0.5","0.0","5.7","68","3"
"Fundraisers","=""13-1131""","Line Item","0.2","0.1","0.2","0.3","0.1","0.2","0.0","5.7","69","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.3","0.1","0.3","0.3","0.1","0.3","0.0","5.7","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.7","0.3","0.2","0.7","0.3","0.2","0.0","5.7","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","8.0","3.4","0.9","9.0","3.6","0.9","1.0","13.1","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","8.5","3.6","0.7","9.0","3.6","0.7","0.5","5.7","73","3"
"Financial specialists","=""13-2000""","Summary","3.9","1.6","0.1","4.1","1.6","0.1","0.2","5.7","74","2"
"Accountants and auditors","=""13-2011""","Line Item","2.5","1.1","0.2","2.7","1.1","0.2","0.1","5.7","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","1.0","0.4","0.1","1.1","0.4","0.1","0.1","5.7","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.9","0.4","0.3","0.9","0.4","0.3","0.1","5.7","80","4"
"Financial risk specialists","=""13-2054""","Line Item","0.2","0.1","0.3","0.2","0.1","0.3","0.0","5.7","83","4"
"Financial specialists, all other","=""13-2099""","Line Item","0.2","0.1","0.2","0.2","0.1","0.2","0.0","5.7","91","3"
"Computer and mathematical occupations","=""15-0000""","Summary","31.8","13.4","0.6","36.8","14.6","0.6","5.0","15.7","92","1"
"Computer occupations","=""15-1200""","Summary","29.2","12.3","0.6","33.4","13.3","0.6","4.2","14.4","93","2"
"Computer and information analysts","=""15-1210""","Summary","1.1","0.5","0.2","1.2","0.5","0.2","0.2","15.1","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.6","0.2","0.1","0.6","0.2","0.1","0.0","5.7","95","4"
"Information security analysts","=""15-1212""","Line Item","0.5","0.2","0.3","0.6","0.3","0.3","0.1","25.8","96","4"
"Computer and information research scientists","=""15-1221""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","21.5","97","3"
"Computer support specialists","=""15-1230""","Summary","3.0","1.3","0.3","3.1","1.2","0.3","0.1","3.0","98","3"
"Computer network support specialists","=""15-1231""","Line Item","1.1","0.5","0.6","1.1","0.5","0.6","0.1","5.7","99","4"
"Computer user support specialists","=""15-1232""","Line Item","2.0","0.8","0.3","2.0","0.8","0.3","0.0","1.5","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","2.8","1.2","0.4","2.9","1.2","0.4","0.1","2.0","101","3"
"Computer network architects","=""15-1241""","Line Item","0.9","0.4","0.5","0.9","0.4","0.5","0.0","0.4","102","4"
"Database administrators","=""15-1242""","Line Item","0.5","0.2","0.5","0.5","0.2","0.5","0.0","5.7","103","4"
"Database architects","=""15-1243""","Line Item","0.4","0.2","0.7","0.4","0.2","0.6","0.0","5.7","104","4"
"Network and computer systems administrators","=""15-1244""","Line Item","1.1","0.5","0.3","1.1","0.4","0.3","0.0","0.4","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","19.8","8.4","0.9","23.6","9.4","0.9","3.8","18.9","106","3"
"Computer programmers","=""15-1251""","Line Item","0.6","0.3","0.4","0.6","0.2","0.4","-0.1","-13.3","107","4"
"Software developers","=""15-1252""","Line Item","13.5","5.7","0.8","16.5","6.5","0.8","2.9","21.5","108","4"
"Software quality assurance analysts and testers","=""15-1253""","Line Item","2.6","1.1","1.3","3.1","1.2","1.3","0.4","16.3","109","4"
"Web developers","=""15-1254""","Line Item","1.2","0.5","1.2","1.3","0.5","1.2","0.2","16.3","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","1.9","0.8","1.6","2.2","0.9","1.6","0.3","16.3","111","4"
"Computer occupations, all other","=""15-1299""","Line Item","2.3","1.0","0.5","2.5","1.0","0.5","0.1","5.7","112","3"
"Mathematical science occupations","=""15-2000""","Summary","2.6","1.1","0.7","3.4","1.4","0.8","0.8","30.4","113","2"
"Operations research analysts","=""15-2031""","Line Item","0.4","0.2","0.4","0.5","0.2","0.4","0.1","21.5","116","3"
"Data scientists","=""15-2051""","Line Item","2.1","0.9","1.3","2.8","1.1","1.2","0.7","32.1","118","3"
"Architecture and engineering occupations","=""17-0000""","Summary","0.8","0.3","0.0","0.8","0.3","0.0","0.1","6.4","120","1"
"Engineers","=""17-2000""","Summary","0.8","0.3","0.0","0.8","0.3","0.0","0.0","6.5","128","2"
"Computer hardware engineers","=""17-2061""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.7","134","3"
"Electrical and electronics engineers","=""17-2070""","Summary","0.3","0.1","0.1","0.3","0.1","0.1","0.0","5.7","135","3"
