"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","13.8","100.0","0.0","13.8","100.0","0.0","0.0","0.2","","0"
"Management occupations","=""11-0000""","Summary","1.1","7.6","0.0","1.1","7.8","0.0","0.0","1.8","2","1"
"Top executives","=""11-1000""","Summary","0.1","0.7","0.0","0.1","0.7","0.0","0.0","0.2","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","1.2","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.2","1.2","0.0","0.2","1.2","0.0","0.0","4.8","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","1.2","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","1.2","17","4"
"Other management occupations","=""11-9000""","Summary","0.8","5.6","0.0","0.8","5.7","0.0","0.0","1.4","27","2"
"Education and childcare administrators","=""11-9030""","Summary","0.6","4.5","0.1","0.6","4.6","0.1","0.0","1.2","30","3"
"Education administrators, postsecondary","=""11-9033""","Line Item","0.4","3.1","0.2","0.4","3.1","0.2","0.0","1.2","33","4"
"Education administrators, all other","=""11-9039""","Line Item","0.2","1.5","0.4","0.2","1.5","0.3","0.0","1.2","34","4"
"Managers, all other","=""11-9199""","Line Item","0.1","0.9","0.0","0.1","0.9","0.0","0.0","1.2","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","0.9","6.3","0.0","0.9","6.4","0.0","0.0","1.0","51","1"
"Business operations specialists","=""13-1000""","Summary","0.7","4.9","0.0","0.7","4.9","0.0","0.0","1.0","52","2"
"Compliance officers","=""13-1041""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","1.2","58","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-0.8","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-0.8","61","4"
"Training and development specialists","=""13-1151""","Line Item","0.2","1.2","0.0","0.2","1.2","0.0","0.0","1.2","71","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","1.7","0.0","0.2","1.7","0.0","0.0","1.2","73","3"
"Financial specialists","=""13-2000""","Summary","0.2","1.4","0.0","0.2","1.5","0.0","0.0","1.2","74","2"
"Credit counselors and loan officers","=""13-2070""","Summary","0.1","0.9","0.0","0.1","0.9","0.0","0.0","1.2","85","3"
"Credit counselors","=""13-2071""","Line Item","0.1","0.4","0.2","0.1","0.4","0.2","0.0","1.2","86","4"
"Loan officers","=""13-2072""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","1.2","87","4"
"Computer and mathematical occupations","=""15-0000""","Summary","0.2","1.7","0.0","0.2","1.7","0.0","0.0","0.2","92","1"
"Computer occupations","=""15-1200""","Summary","0.2","1.7","0.0","0.2","1.7","0.0","0.0","-0.5","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.9","0.0","0.1","0.8","0.0","0.0","-2.6","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.8","0.0","0.1","0.8","0.0","0.0","-2.8","100","4"
"Community and social service occupations","=""21-0000""","Summary","0.3","2.5","0.0","0.4","2.5","0.0","0.0","1.2","232","1"
"Counselors, social workers, and other community and social service specialists","=""21-1000""","Summary","0.3","2.5","0.0","0.4","2.5","0.0","0.0","1.2","233","2"
"Counselors","=""21-1010""","Summary","0.3","2.4","0.0","0.3","2.4","0.0","0.0","1.2","234","3"
"Educational, guidance, and career counselors and advisors","=""21-1012""","Line Item","0.3","2.4","0.1","0.3","2.4","0.1","0.0","1.2","235","4"
"Educational instruction and library occupations","=""25-0000""","Summary","8.2","59.7","0.1","8.4","60.7","0.1","0.1","1.8","269","1"
"Postsecondary teachers","=""25-1000""","Summary","6.5","46.9","0.4","6.6","48.1","0.4","0.2","2.7","270","2"
"Business teachers, postsecondary","=""25-1011""","Line Item","0.1","0.9","0.1","0.1","0.9","0.1","0.0","1.2","271","3"
"Math and computer science teachers, postsecondary","=""25-1020""","Summary","0.4","2.7","0.4","0.4","2.7","0.4","0.0","1.2","272","3"
"Computer science teachers, postsecondary","=""25-1021""","Line Item","0.2","1.3","0.4","0.2","1.3","0.4","0.0","1.2","273","4"
"Mathematical science teachers, postsecondary","=""25-1022""","Line Item","0.2","1.3","0.3","0.2","1.4","0.3","0.0","1.2","274","4"
"Life sciences teachers, postsecondary","=""25-1040""","Summary","0.1","0.8","0.2","0.1","0.9","0.2","0.0","5.9","278","3"
"Biological science teachers, postsecondary","=""25-1042""","Line Item","0.1","0.8","0.2","0.1","0.8","0.2","0.0","6.3","280","4"
"Social sciences teachers, postsecondary","=""25-1060""","Summary","0.1","1.0","0.1","0.1","1.0","0.1","0.0","1.2","287","3"
"Social sciences teachers, postsecondary, all other","=""25-1069""","Line Item","0.1","0.4","0.3","0.1","0.4","0.3","0.0","1.2","295","4"
"Health teachers, postsecondary","=""25-1070""","Summary","0.6","4.3","0.2","0.7","5.0","0.2","0.1","16.4","296","3"
"Health specialties teachers, postsecondary","=""25-1071""","Line Item","0.3","2.4","0.1","0.4","2.8","0.1","0.1","16.4","297","4"
"Nursing instructors and teachers, postsecondary","=""25-1072""","Line Item","0.3","1.9","0.3","0.3","2.2","0.3","0.0","16.4","298","4"
"Education and library science teachers, postsecondary","=""25-1080""","Summary","0.1","0.4","0.1","0.1","0.4","0.1","0.0","1.2","299","3"
"Education teachers, postsecondary","=""25-1081""","Line Item","0.1","0.4","0.1","0.1","0.4","0.1","0.0","1.2","300","4"
"Arts, communications, history, and humanities teachers, postsecondary","=""25-1120""","Summary","0.2","1.3","0.1","0.2","1.3","0.1","0.0","1.2","306","3"
"English language and literature teachers, postsecondary","=""25-1123""","Line Item","0.1","0.9","0.2","0.1","0.9","0.2","0.0","1.2","309","4"
"Miscellaneous postsecondary teachers","=""25-1190""","Summary","4.8","34.9","1.2","4.9","35.2","1.2","0.1","1.2","313","3"
"Career/technical education teachers, postsecondary","=""25-1194""","Line Item","3.6","26.1","3.2","3.7","26.4","3.2","0.0","1.2","316","4"
"Postsecondary teachers, all other","=""25-1199""","Line Item","1.2","8.7","0.5","1.2","8.8","0.4","0.0","1.2","317","4"
"Other teachers and instructors","=""25-3000""","Summary","0.6","4.5","0.1","0.6","4.2","0.0","0.0","-6.9","335","2"
"Adult basic education, adult secondary education, and english as a second language instructors","=""25-3011""","Line Item","0.3","2.4","0.8","0.3","2.1","0.8","0.0","-14.0","336","3"
"Self-enrichment teachers","=""25-3021""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","1.2","337","3"
"Tutors","=""25-3041""","Line Item","0.2","1.4","0.1","0.2","1.4","0.1","0.0","1.2","339","3"
"Librarians, curators, and archivists","=""25-4000""","Summary","0.1","0.8","0.0","0.1","0.8","0.0","0.0","1.2","341","2"
"Librarians and media collections specialists","=""25-4022""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","1.2","346","3"
"Other educational instruction and library occupations","=""25-9000""","Summary","1.0","7.5","0.1","1.0","7.6","0.1","0.0","1.2","348","2"
"Instructional coordinators","=""25-9031""","Line Item","0.2","1.6","0.1","0.2","1.6","0.1","0.0","1.2","350","3"
"Teaching assistants","=""25-9040""","Summary","0.3","1.9","0.0","0.3","1.9","0.0","0.0","1.2","351","3"
"Teaching assistants, postsecondary","=""25-9044""","Line Item","0.2","1.8","0.1","0.3","1.8","0.1","0.0","1.2","352","4"
"Educational instruction and library workers, all other","=""25-9099""","Line Item","0.6","4.0","0.4","0.6","4.1","0.4","0.0","1.2","354","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","1.1","355","1"
"Healthcare support occupations","=""31-0000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","1.2","497","1"
"Protective service occupations","=""33-0000""","Summary","0.3","1.9","0.0","0.3","1.8","0.0","0.0","-6.3","522","1"
"Other protective service workers","=""33-9000""","Summary","0.2","1.7","0.0","0.2","1.6","0.0","0.0","-6.2","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.2","1.6","0.0","0.2","1.5","0.0","0.0","-6.9","549","3"
"Security guards","=""33-9032""","Line Item","0.2","1.6","0.0","0.2","1.5","0.0","0.0","-6.9","551","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","1.2","558","1"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.4","2.9","0.0","0.4","2.9","0.0","0.0","0.3","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.4","2.7","0.0","0.4","2.7","0.0","0.0","0.2","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.4","2.7","0.0","0.4","2.7","0.0","0.0","0.2","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.4","2.7","0.0","0.4","2.7","0.0","0.0","0.2","587","4"
"Personal care and service occupations","=""39-0000""","Summary","0.2","1.6","0.0","0.2","1.6","0.0","0.0","1.2","596","1"
"Other personal care and service workers","=""39-9000""","Summary","0.2","1.4","0.0","0.2","1.4","0.0","0.0","1.2","637","2"
"Residential advisors","=""39-9041""","Line Item","0.1","1.0","0.1","0.1","1.0","0.1","0.0","1.2","642","3"
"Sales and related occupations","=""41-0000""","Summary","0.1","0.7","0.0","0.1","0.6","0.0","0.0","-4.3","644","1"
"Retail sales workers","=""41-2000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-5.8","648","2"
"Office and administrative support occupations","=""43-0000""","Summary","1.3","9.4","0.0","1.1","8.3","0.0","-0.1","-11.4","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.1","0.7","0.0","0.1","0.6","0.0","0.0","-8.9","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.1","0.7","0.0","0.1","0.6","0.0","0.0","-8.9","679","3"
"Financial clerks","=""43-3000""","Summary","0.1","1.0","0.0","0.1","0.9","0.0","0.0","-9.5","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-8.9","687","3"
"Information and record clerks","=""43-4000""","Summary","0.2","1.5","0.0","0.2","1.4","0.0","0.0","-7.0","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.1","0.5","0.0","0.1","0.4","0.0","0.0","-8.9","698","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.1","0.4","0.0","0.0","0.4","0.0","0.0","-9.9","708","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.6","4.0","0.0","0.5","3.4","0.0","-0.1","-15.2","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.1","0.5","0.0","0.1","0.4","0.0","0.0","-24.1","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.5","3.5","0.0","0.4","3.0","0.0","-0.1","-14.0","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.3","2.1","0.0","0.3","1.9","0.0","0.0","-9.3","730","2"
"Office clerks, general","=""43-9061""","Line Item","0.2","1.8","0.0","0.2","1.6","0.0","0.0","-8.9","737","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.3","2.4","0.0","0.3","2.4","0.0","0.0","1.2","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","1.2","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","1.2","842","3"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.3","1.9","0.0","0.3","1.9","0.0","0.0","1.2","876","2"
"Maintenance and repair workers, general","=""49-9071""","Line Item","0.3","1.8","0.0","0.3","1.8","0.0","0.0","1.2","896","3"
"Transportation and material moving occupations","=""53-0000""","Summary","0.1","0.9","0.0","0.1","0.9","0.0","0.0","1.2","1047","1"
