"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","142.5","100.0","0.1","143.1","100.0","0.1","0.6","0.4","","0"
"Management occupations","=""11-0000""","Summary","6.1","4.3","0.0","6.4","4.5","0.0","0.3","5.6","2","1"
"Top executives","=""11-1000""","Summary","3.1","2.2","0.1","3.2","2.2","0.1","0.1","3.0","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-12.1","4","3"
"General and operations managers","=""11-1021""","Line Item","3.0","2.1","0.1","3.1","2.2","0.1","0.1","3.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.5","9","3"
"Sales managers","=""11-2022""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.5","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.2","0.2","0.0","0.3","0.2","0.0","0.0","7.9","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.5","17","4"
"Financial managers","=""11-3031""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","13.8","20","3"
"Other management occupations","=""11-9000""","Summary","2.6","1.8","0.0","2.8","2.0","0.1","0.2","8.5","27","2"
"Construction managers","=""11-9021""","Line Item","2.5","1.8","0.5","2.8","1.9","0.5","0.2","8.6","29","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.5","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","4.1","2.9","0.0","4.2","2.9","0.0","0.0","0.9","51","1"
"Business operations specialists","=""13-1000""","Summary","3.6","2.5","0.0","3.6","2.5","0.0","0.0","0.5","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-6.9","54","3"
"Cost estimators","=""13-1051""","Line Item","2.0","1.4","0.8","1.9","1.3","0.9","0.0","-1.7","59","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","1.4","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","1.4","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.3","0.9","0.1","1.4","1.0","0.1","0.1","3.7","64","3"
"Project management specialists","=""13-1082""","Line Item","1.3","0.9","0.1","1.4","1.0","0.1","0.0","3.5","66","4"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","10.7","72","3"
"Financial specialists","=""13-2000""","Summary","0.5","0.4","0.0","0.5","0.4","0.0","0.0","3.5","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.5","0.4","0.0","0.5","0.4","0.0","0.0","3.5","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","0.5","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","0.5","93","2"
"Architecture and engineering occupations","=""17-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.8","120","1"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","13.6","166","1"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.1","0.1","0.1","0.1","0.1","0.1","0.0","13.6","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","14.8","230","3"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.5","0.4","0.0","0.5","0.4","0.0","0.0","3.3","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.7","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.7","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.4","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.4","0.3","0.0","0.4","0.3","0.0","0.0","3.5","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","0.4","0.3","0.0","0.4","0.3","0.0","0.0","3.5","592","3"
"Sales and related occupations","=""41-0000""","Summary","1.2","0.8","0.0","1.2","0.8","0.0","0.0","3.5","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.8","0.6","0.0","0.9","0.6","0.0","0.0","3.5","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.8","0.6","0.1","0.9","0.6","0.1","0.0","3.5","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.5","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.5","664","3"
"Office and administrative support occupations","=""43-0000""","Summary","9.2","6.5","0.0","8.4","5.9","0.0","-0.8","-8.9","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.5","0.4","0.0","0.5","0.3","0.0","0.0","-6.9","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.5","0.4","0.0","0.5","0.3","0.0","0.0","-6.9","679","3"
"Financial clerks","=""43-3000""","Summary","2.1","1.5","0.1","1.9","1.4","0.1","-0.2","-7.9","684","2"
"Billing and posting clerks","=""43-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-6.9","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","1.8","1.3","0.1","1.7","1.2","0.1","-0.1","-6.9","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-17.2","689","3"
"Information and record clerks","=""43-4000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","-8.2","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-6.9","698","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-7.9","708","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","-1.8","711","2"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.5","722","3"
