"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","52.5","100.0","0.0","43.1","100.0","0.0","-9.4","-17.9","","0"
"Management occupations","=""11-0000""","Summary","4.8","9.2","0.0","4.1","9.5","0.0","-0.7","-14.7","2","1"
"Top executives","=""11-1000""","Summary","3.2","6.0","0.1","2.7","6.2","0.1","-0.5","-15.0","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-27.6","4","3"
"General and operations managers","=""11-1021""","Line Item","3.1","5.9","0.1","2.6","6.1","0.1","-0.5","-14.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.3","2.4","0.1","1.1","2.5","0.1","-0.2","-14.8","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.1","0.2","0.4","0.1","0.2","0.3","0.0","-14.8","8","3"
"Marketing and sales managers","=""11-2020""","Summary","1.1","2.0","0.1","0.9","2.1","0.1","-0.2","-14.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.2","0.4","0.1","0.2","0.4","0.0","0.0","-14.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.8","1.6","0.2","0.7","1.7","0.1","-0.1","-14.8","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.2","0.1","0.1","0.2","0.1","0.0","-14.8","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.1","0.1","0.0","0.1","0.1","0.0","-14.8","13","4"
"Operations specialties managers","=""11-3000""","Summary","0.3","0.5","0.0","0.2","0.6","0.0","0.0","-10.1","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-14.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-14.8","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-8.8","19","3"
"Financial managers","=""11-3031""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-6.2","20","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-14.8","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-14.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.6","4.9","0.0","2.2","5.2","0.0","-0.3","-12.9","51","1"
"Business operations specialists","=""13-1000""","Summary","2.1","4.0","0.0","1.9","4.3","0.0","-0.3","-12.5","52","2"
"Human resources workers","=""13-1070""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-16.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-16.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-14.7","64","3"
"Project management specialists","=""13-1082""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-14.8","66","4"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.6","1.1","0.4","0.5","1.1","0.3","-0.1","-14.8","68","3"
"Fundraisers","=""13-1131""","Line Item","0.3","0.5","0.2","0.2","0.5","0.2","0.0","-14.8","69","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.8","1.6","0.1","0.8","1.8","0.1","-0.1","-8.8","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","-14.8","73","3"
"Financial specialists","=""13-2000""","Summary","0.4","0.8","0.0","0.4","0.9","0.0","-0.1","-14.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.4","0.8","0.0","0.4","0.8","0.0","-0.1","-14.8","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.7","1.3","0.0","0.6","1.4","0.0","-0.1","-12.1","92","1"
"Computer occupations","=""15-1200""","Summary","0.7","1.3","0.0","0.6","1.4","0.0","-0.1","-12.5","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-16.9","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-14.8","99","4"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-18.2","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-18.6","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-19.0","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.3","0.5","0.0","0.3","0.6","0.0","0.0","-6.5","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.0","108","4"
"Web developers","=""15-1254""","Line Item","0.1","0.2","0.1","0.1","0.3","0.1","0.0","-6.2","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","-6.2","111","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-14.8","112","3"
"Architecture and engineering occupations","=""17-0000""","Summary","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-14.0","120","1"
"Engineers","=""17-2000""","Summary","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-14.0","128","2"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","28.4","54.2","0.9","23.1","53.5","0.7","-5.4","-18.9","355","1"
"Art and design workers","=""27-1000""","Summary","0.2","0.4","0.0","0.2","0.4","0.0","0.0","-14.8","356","2"
"Designers","=""27-1020""","Summary","0.2","0.4","0.0","0.2","0.4","0.0","0.0","-14.8","363","3"
"Graphic designers","=""27-1024""","Line Item","0.2","0.4","0.1","0.2","0.4","0.1","0.0","-14.8","367","4"
"Entertainers and performers, sports and related workers","=""27-2000""","Summary","5.5","10.5","0.6","4.7","10.9","0.5","-0.8","-14.8","372","2"
"Actors, producers, and directors","=""27-2010""","Summary","5.1","9.7","2.0","4.3","10.1","1.6","-0.8","-14.8","373","3"
"Actors","=""27-2011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-14.8","374","4"
"Producers and directors","=""27-2012""","Line Item","5.0","9.6","2.9","4.3","10.0","2.3","-0.7","-14.8","375","4"
