"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","21.3","100.0","0.0","15.4","100.0","0.0","-5.9","-27.6","","0"
"Management occupations","=""11-0000""","Summary","1.5","7.1","0.0","1.1","7.4","0.0","-0.4","-24.5","2","1"
"Top executives","=""11-1000""","Summary","1.0","4.9","0.0","0.8","5.0","0.0","-0.3","-24.9","3","2"
"General and operations managers","=""11-1021""","Line Item","1.0","4.7","0.0","0.8","4.9","0.0","-0.2","-24.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-24.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-24.5","9","3"
"Sales managers","=""11-2022""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-24.5","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.3","1.4","0.0","0.2","1.5","0.0","-0.1","-23.1","15","2"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.7","0.1","0.1","0.7","0.0","0.0","-24.5","21","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-24.5","27","2"
"Business and financial operations occupations","=""13-0000""","Summary","0.6","3.0","0.0","0.5","3.1","0.0","-0.2","-24.8","51","1"
"Business operations specialists","=""13-1000""","Summary","0.5","2.2","0.0","0.4","2.3","0.0","-0.1","-24.9","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-32.0","54","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.5","0.0","0.1","0.6","0.0","0.0","-19.2","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-24.5","73","3"
"Financial specialists","=""13-2000""","Summary","0.2","0.7","0.0","0.1","0.8","0.0","0.0","-24.5","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-24.5","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","1.4","0.0","0.2","1.4","0.0","-0.1","-24.7","92","1"
"Computer occupations","=""15-1200""","Summary","0.3","1.4","0.0","0.2","1.4","0.0","-0.1","-24.7","93","2"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-28.0","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-28.2","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.2","0.0","0.0","0.3","0.0","0.0","-16.8","106","3"
"Computer occupations, all other","=""15-1299""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-24.5","112","3"
"Architecture and engineering occupations","=""17-0000""","Summary","0.1","0.5","0.0","0.1","0.6","0.0","0.0","-23.2","120","1"
"Engineers","=""17-2000""","Summary","0.1","0.3","0.0","0.1","0.4","0.0","0.0","-19.8","128","2"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.7","3.2","0.0","0.5","3.3","0.0","-0.2","-24.5","355","1"
"Art and design workers","=""27-1000""","Summary","0.6","2.7","0.1","0.4","2.8","0.0","-0.1","-24.5","356","2"
"Designers","=""27-1020""","Summary","0.6","2.6","0.1","0.4","2.7","0.1","-0.1","-24.5","363","3"
"Commercial and industrial designers","=""27-1021""","Line Item","0.2","0.9","0.6","0.2","1.0","0.5","0.0","-24.5","364","4"
"Graphic designers","=""27-1024""","Line Item","0.3","1.4","0.1","0.2","1.5","0.1","-0.1","-24.5","367","4"
"Designers, all other","=""27-1029""","Line Item","0.1","0.3","0.2","0.0","0.3","0.1","0.0","-24.5","371","4"
"Media and communication workers","=""27-3000""","Summary","0.1","0.3","0.0","0.1","0.4","0.0","0.0","-24.5","389","2"
"Protective service occupations","=""33-0000""","Summary","0.1","0.4","0.0","0.1","0.3","0.0","0.0","-30.5","522","1"
"Other protective service workers","=""33-9000""","Summary","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-30.5","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-30.5","549","3"
"Security guards","=""33-9032""","Line Item","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-30.5","551","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.1","0.2","0.0","0.0","0.3","0.0","0.0","-25.2","581","1"
"Sales and related occupations","=""41-0000""","Summary","1.6","7.4","0.0","1.2","7.7","0.0","-0.4","-24.5","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-24.5","645","2"
"First-line supervisors of retail sales workers","=""41-1011""","Line Item","0.1","0.4","0.0","0.1","0.5","0.0","0.0","-24.5","646","3"
"Retail sales workers","=""41-2000""","Summary","0.8","3.5","0.0","0.6","3.7","0.0","-0.2","-24.5","648","2"
"Retail salespersons","=""41-2031""","Line Item","0.8","3.5","0.0","0.6","3.7","0.0","-0.2","-24.5","655","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.6","3.0","0.0","0.5","3.1","0.0","-0.2","-24.5","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.6","3.0","0.0","0.5","3.1","0.0","-0.2","-24.5","664","3"
"Office and administrative support occupations","=""43-0000""","Summary","3.9","18.2","0.0","2.6","17.1","0.0","-1.2","-32.2","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-32.0","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-32.0","679","3"
"Financial clerks","=""43-3000""","Summary","0.6","2.9","0.0","0.4","2.7","0.0","-0.2","-32.1","684","2"
"Billing and posting clerks","=""43-3021""","Line Item","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-32.0","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.5","2.3","0.0","0.3","2.2","0.0","-0.2","-32.0","687","3"
"Information and record clerks","=""43-4000""","Summary","1.0","4.9","0.0","0.7","4.6","0.0","-0.3","-32.5","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.9","4.3","0.0","0.6","4.0","0.0","-0.3","-32.0","698","3"
"Order clerks","=""43-4151""","Line Item","0.1","0.3","0.0","0.0","0.2","0.0","0.0","-39.6","706","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","1.1","5.0","0.0","0.7","4.8","0.0","-0.3","-30.5","711","2"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.2","1.0","0.1","0.2","1.0","0.0","-0.1","-24.5","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","0.8","3.8","0.1","0.6","3.6","0.1","-0.3","-32.0","723","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","0.3","1.5","0.0","0.2","1.3","0.0","-0.1","-36.9","725","2"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","0.3","1.3","0.0","0.2","1.1","0.0","-0.1","-35.8","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","0.7","3.4","0.0","0.5","3.2","0.0","-0.2","-32.2","730","2"
"Office clerks, general","=""43-9061""","Line Item","0.7","3.3","0.0","0.5","3.1","0.0","-0.2","-32.0","737","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.2","0.9","0.0","0.2","1.0","0.0","0.0","-24.5","840","1"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.2","0.9","0.0","0.1","0.9","0.0","0.0","-24.5","876","2"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-24.5","882","3"
"Maintenance workers, machinery","=""49-9043""","Line Item","0.1","0.5","0.2","0.1","0.5","0.1","0.0","-24.5","884","4"
"Maintenance and repair workers, general","=""49-9071""","Line Item","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-24.5","896","3"
"Production occupations","=""51-0000""","Summary","11.6","54.4","0.1","8.4","54.4","0.1","-3.2","-27.6","907","1"
"Supervisors of production workers","=""51-1000""","Summary","0.7","3.5","0.1","0.6","3.7","0.1","-0.2","-24.5","908","2"
"First-line supervisors of production and operating workers","=""51-1011""","Line Item","0.7","3.5","0.1","0.6","3.7","0.1","-0.2","-24.5","909","3"
"Assemblers and fabricators","=""51-2000""","Summary","0.9","4.4","0.0","0.6","3.9","0.0","-0.3","-35.8","910","2"
"Miscellaneous assemblers and fabricators","=""51-2090""","Line Item","0.9","4.4","0.1","0.6","3.9","0.0","-0.3","-35.8","919","3"
"Metal workers and plastic workers","=""51-4000""","Summary","1.1","4.9","0.1","0.7","4.9","0.0","-0.3","-28.9","931","2"
"Machine tool cutting setters, operators, and tenders, metal and plastic","=""51-4030""","Summary","0.4","1.8","0.1","0.3","1.7","0.1","-0.1","-32.2","936","3"
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","=""51-4031""","Line Item","0.2","0.8","0.1","0.1","0.7","0.1","-0.1","-32.0","937","4"
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic","=""51-4033""","Line Item","0.2","1.0","0.3","0.1","0.9","0.2","-0.1","-32.0","939","4"
"Molders and molding machine setters, operators, and tenders, metal and plastic","=""51-4070""","Summary","0.2","1.1","0.1","0.2","1.1","0.1","-0.1","-28.2","949","3"
"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic","=""51-4072""","Line Item","0.2","1.1","0.1","0.2","1.1","0.1","-0.1","-28.2","951","4"
"Multiple machine tool setters, operators, and tenders, metal and plastic","=""51-4081""","Line Item","0.1","0.6","0.1","0.1","0.7","0.1","0.0","-24.5","952","3"
"Tool and die makers","=""51-4111""","Line Item","0.1","0.6","0.2","0.1","0.7","0.2","0.0","-24.5","953","3"
"Welding, soldering, and brazing workers","=""51-4120""","Summary","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-28.0","954","3"
"Other production occupations","=""51-9000""","Summary","8.8","41.4","0.3","6.5","41.9","0.2","-2.4","-26.9","1009","2"
"Crushing, grinding, polishing, mixing, and blending workers","=""51-9020""","Summary","0.8","4.0","0.5","0.5","3.4","0.3","-0.3","-39.2","1013","3"
"Grinding and polishing workers, hand","=""51-9022""","Line Item","0.8","3.9","5.7","0.5","3.2","4.3","-0.3","-39.6","1015","4"
"Inspectors, testers, sorters, samplers, and weighers","=""51-9061""","Line Item","0.6","3.0","0.1","0.4","2.7","0.1","-0.2","-35.8","1022","3"
"Jewelers and precious stone and metal workers","=""51-9071""","Line Item","6.1","28.5","12.8","4.6","29.7","10.0","-1.5","-24.5","1023","3"
"Painting workers","=""51-9120""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-24.5","1029","3"
"Painting, coating, and decorating workers","=""51-9123""","Line Item","0.1","0.3","0.5","0.0","0.3","0.4","0.0","-24.5","1030","4"
"Computer numerically controlled tool operators and programmers","=""51-9160""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-27.8","1034","3"
"Computer numerically controlled tool operators","=""51-9161""","Line Item","0.1","0.3","0.0","0.0","0.2","0.0","0.0","-32.0","1035","4"
"Miscellaneous production workers","=""51-9190""","Summary","1.1","5.0","0.2","0.8","5.2","0.1","-0.3","-25.3","1037","3"
"Etchers and engravers","=""51-9194""","Line Item","0.5","2.6","6.4","0.4","2.7","4.9","-0.1","-24.5","1041","4"
"Molders, shapers, and casters, except metal and plastic","=""51-9195""","Line Item","0.2","0.7","0.4","0.1","0.8","0.3","0.0","-24.5","1042","4"
"Helpers--production workers","=""51-9198""","Line Item","0.1","0.5","0.1","0.1","0.5","0.0","0.0","-32.0","1045","4"
"Production workers, all other","=""51-9199""","Line Item","0.2","1.1","0.1","0.2","1.2","0.1","-0.1","-24.5","1046","4"
"Transportation and material moving occupations","=""53-0000""","Summary","0.7","3.1","0.0","0.5","3.2","0.0","-0.2","-24.5","1047","1"
"Material moving workers","=""53-7000""","Summary","0.7","3.1","0.0","0.5","3.2","0.0","-0.2","-24.5","1095","2"
"Laborers and material movers","=""53-7060""","Summary","0.7","3.1","0.0","0.5","3.2","0.0","-0.2","-24.5","1101","3"
"Laborers and freight, stock, and material movers, hand","=""53-7062""","Line Item","0.1","0.6","0.0","0.1","0.7","0.0","0.0","-24.5","1103","4"
"Packers and packagers, hand","=""53-7064""","Line Item","0.2","1.1","0.0","0.2","1.1","0.0","-0.1","-24.5","1105","4"
"Stockers and order fillers","=""53-7065""","Line Item","0.3","1.4","0.0","0.2","1.4","0.0","-0.1","-24.5","1106","4"
