"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","55.5","100.0","0.0","56.1","100.0","0.0","0.6","1.1","","0"
"Management occupations","=""11-0000""","Summary","4.0","7.2","0.0","4.2","7.4","0.0","0.1","3.4","2","1"
"Top executives","=""11-1000""","Summary","3.0","5.4","0.1","3.1","5.5","0.1","0.1","2.9","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","-11.8","4","3"
"General and operations managers","=""11-1021""","Line Item","2.8","5.1","0.1","2.9","5.3","0.1","0.1","3.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.5","0.9","0.0","0.5","0.9","0.0","0.0","3.8","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.1","0.2","0.4","0.1","0.2","0.4","0.0","3.8","8","3"
"Marketing and sales managers","=""11-2020""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","3.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","3.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.8","11","4"
"Fundraising managers","=""11-2033""","Line Item","0.2","0.3","0.5","0.2","0.3","0.5","0.0","3.8","14","4"
"Operations specialties managers","=""11-3000""","Summary","0.3","0.5","0.0","0.3","0.5","0.0","0.0","8.4","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","3.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","3.8","17","4"
"Financial managers","=""11-3031""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","14.1","20","3"
"Other management occupations","=""11-9000""","Summary","0.2","0.4","0.0","0.2","0.4","0.0","0.0","3.8","27","2"
"Managers, all other","=""11-9199""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","3.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","4.1","7.4","0.0","4.3","7.7","0.0","0.2","5.4","51","1"
"Business operations specialists","=""13-1000""","Summary","3.4","6.2","0.0","3.6","6.5","0.0","0.2","5.7","52","2"
"Human resources workers","=""13-1070""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","1.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","1.7","61","4"
"Management analysts","=""13-1111""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","3.8","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.5","0.9","0.4","0.5","0.9","0.4","0.0","3.8","68","3"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.9","1.7","0.1","1.0","1.8","0.1","0.1","11.0","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.8","1.5","0.1","0.9","1.6","0.1","0.0","3.8","73","3"
"Financial specialists","=""13-2000""","Summary","0.7","1.2","0.0","0.7","1.2","0.0","0.0","3.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.6","1.1","0.0","0.6","1.1","0.0","0.0","3.8","75","3"
"Financial specialists, all other","=""13-2099""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.8","91","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.6","1.0","0.0","0.6","1.1","0.0","0.0","7.4","92","1"
"Computer occupations","=""15-1200""","Summary","0.6","1.0","0.0","0.6","1.1","0.0","0.0","7.3","93","2"
"Computer support specialists","=""15-1230""","Summary","0.2","0.4","0.0","0.2","0.4","0.0","0.0","-0.2","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","-0.4","100","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.3","0.5","0.0","0.3","0.6","0.0","0.0","14.3","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.1","0.0","0.1","0.2","0.0","0.0","19.3","108","4"
"Educational instruction and library occupations","=""25-0000""","Summary","1.3","2.3","0.0","1.3","2.4","0.0","0.0","3.8","269","1"
"Other teachers and instructors","=""25-3000""","Summary","0.5","0.9","0.0","0.5","0.9","0.0","0.0","3.8","335","2"
"Self-enrichment teachers","=""25-3021""","Line Item","0.5","0.9","0.1","0.5","0.9","0.1","0.0","3.8","337","3"
"Librarians, curators, and archivists","=""25-4000""","Summary","0.8","1.4","0.3","0.8","1.5","0.3","0.0","3.8","341","2"
"Archivists, curators, and museum technicians","=""25-4010""","Summary","0.8","1.4","2.1","0.8","1.5","2.0","0.0","3.8","342","3"
"Archivists","=""25-4011""","Line Item","0.1","0.3","1.5","0.1","0.3","1.4","0.0","3.8","343","4"
"Museum technicians and conservators","=""25-4013""","Line Item","0.6","1.2","4.5","0.7","1.2","4.2","0.0","3.8","345","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","25.6","46.2","0.8","26.7","47.6","0.8","1.1","4.2","355","1"
"Art and design workers","=""27-1000""","Summary","6.7","12.0","0.7","6.9","12.4","0.7","0.3","3.8","356","2"
"Artists and related workers","=""27-1010""","Summary","5.9","10.7","2.1","6.2","11.0","2.1","0.2","3.8","357","3"
"Art directors","=""27-1011""","Line Item","0.4","0.8","0.3","0.4","0.8","0.3","0.0","3.8","358","4"
"Craft artists","=""27-1012""","Line Item","1.2","2.2","10.6","1.3","2.3","10.6","0.0","3.8","359","4"
"Fine artists, including painters, sculptors, and illustrators","=""27-1013""","Line Item","3.3","6.0","11.4","3.4","6.1","11.2","0.1","3.8","360","4"
"Special effects artists and animators","=""27-1014""","Line Item","0.7","1.3","0.8","0.7","1.3","0.8","0.0","3.8","361","4"
"Artists and related workers, all other","=""27-1019""","Line Item","0.3","0.5","1.9","0.3","0.5","1.9","0.0","3.8","362","4"
"Designers","=""27-1020""","Summary","0.7","1.3","0.1","0.8","1.4","0.1","0.0","3.6","363","3"
"Graphic designers","=""27-1024""","Line Item","0.3","0.5","0.1","0.3","0.5","0.1","0.0","3.8","367","4"
"Set and exhibit designers","=""27-1027""","Line Item","0.2","0.4","0.9","0.3","0.5","0.9","0.0","3.8","370","4"
