"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","2.0","100.0","0.0","2.0","100.0","0.0","-0.1","-3.7","","0"
"Management occupations","=""11-0000""","Summary","0.3","12.6","0.0","0.3","13.0","0.0","0.0","-0.9","2","1"
"Top executives","=""11-1000""","Summary","0.2","7.6","0.0","0.2","7.8","0.0","0.0","-1.5","3","2"
"General and operations managers","=""11-1021""","Line Item","0.2","7.6","0.0","0.2","7.7","0.0","0.0","-1.4","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","4.1","0.0","0.1","4.2","0.0","0.0","0.5","15","2"
"Business and financial operations occupations","=""13-0000""","Summary","0.1","6.1","0.0","0.1","6.2","0.0","0.0","-1.9","51","1"
"Business operations specialists","=""13-1000""","Summary","0.1","4.8","0.0","0.1","4.9","0.0","0.0","-2.0","52","2"
"Office and administrative support occupations","=""43-0000""","Summary","0.1","4.6","0.0","0.1","4.1","0.0","0.0","-14.7","677","1"
"Construction and extraction occupations","=""47-0000""","Summary","0.1","4.4","0.0","0.1","4.5","0.0","0.0","-1.4","763","1"
"Construction trades workers","=""47-2000""","Summary","0.1","4.3","0.0","0.1","4.4","0.0","0.0","-1.4","766","2"
"Construction equipment operators","=""47-2070""","Summary","0.1","3.3","0.0","0.1","3.4","0.0","0.0","-1.4","781","3"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","0.1","3.3","0.0","0.1","3.4","0.0","0.0","-1.4","784","4"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.3","16.0","0.0","0.3","16.3","0.0","0.0","-2.0","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.1","3.4","0.0","0.1","3.5","0.0","0.0","-1.4","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.1","3.4","0.0","0.1","3.5","0.0","0.0","-1.4","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.1","5.1","0.0","0.1","5.1","0.0","0.0","-2.3","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","0.1","5.1","0.0","0.1","5.1","0.0","0.0","-2.3","848","3"
"Electrical and electronics repairers, powerhouse, substation, and relay","=""49-2095""","Line Item","0.1","3.5","0.3","0.1","3.6","0.3","0.0","-1.4","853","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.1","6.2","0.0","0.1","6.4","0.0","0.0","-1.4","876","2"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","0.1","3.8","0.0","0.1","3.9","0.0","0.0","-1.4","882","3"
"Industrial machinery mechanics","=""49-9041""","Line Item","0.1","3.3","0.0","0.1","3.4","0.0","0.0","-1.4","883","4"
"Production occupations","=""51-0000""","Summary","1.0","48.9","0.0","0.9","48.2","0.0","-0.1","-5.0","907","1"
"Supervisors of production workers","=""51-1000""","Summary","0.2","9.0","0.0","0.2","9.2","0.0","0.0","-1.4","908","2"
"First-line supervisors of production and operating workers","=""51-1011""","Line Item","0.2","9.0","0.0","0.2","9.2","0.0","0.0","-1.4","909","3"
"Plant and system operators","=""51-8000""","Summary","0.7","34.5","0.2","0.7","33.6","0.2","0.0","-6.2","997","2"
"Power plant operators, distributors, and dispatchers","=""51-8010""","Summary","0.7","32.8","1.4","0.6","31.9","1.5","0.0","-6.4","998","3"
"Power plant operators","=""51-8013""","Line Item","0.7","32.8","2.1","0.6","31.9","2.2","0.0","-6.4","1001","4"
"Transportation and material moving occupations","=""53-0000""","Summary","0.1","3.5","0.0","0.1","3.6","0.0","0.0","-1.4","1047","1"
"Material moving workers","=""53-7000""","Summary","0.1","3.4","0.0","0.1","3.5","0.0","0.0","-1.4","1095","2"
"Industrial truck and tractor operators","=""53-7051""","Line Item","0.1","2.4","0.0","0.0","2.5","0.0","0.0","-1.4","1100","3"
