"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","21.6","100.0","0.0","22.3","100.0","0.0","0.8","3.5","","0"
"Management occupations","=""11-0000""","Summary","1.0","4.6","0.0","1.0","4.6","0.0","0.0","3.8","2","1"
"Top executives","=""11-1000""","Summary","0.9","4.0","0.0","0.9","4.0","0.0","0.0","3.5","3","2"
"General and operations managers","=""11-1021""","Line Item","0.8","3.6","0.0","0.8","3.7","0.0","0.0","4.8","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","0.5","0.0","0.1","0.6","0.0","0.0","5.8","15","2"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.4","0.1","0.1","0.4","0.1","0.0","4.8","23","3"
"Business and financial operations occupations","=""13-0000""","Summary","0.3","1.2","0.0","0.3","1.2","0.0","0.0","4.2","51","1"
"Business operations specialists","=""13-1000""","Summary","0.2","0.9","0.0","0.2","0.9","0.0","0.0","4.0","52","2"
"Human resources workers","=""13-1070""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","2.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","2.7","61","4"
"Financial specialists","=""13-2000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.8","75","3"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","16.4","166","1"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.1","0.4","0.1","0.1","0.4","0.1","0.0","16.4","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.1","0.4","0.1","0.1","0.4","0.1","0.0","16.4","230","3"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","3.9","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","3.8","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","3.8","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","3.8","587","4"
"Personal care and service occupations","=""39-0000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.8","596","1"
"Tour and travel guides","=""39-7000""","Summary","0.1","0.3","0.1","0.1","0.3","0.1","0.0","4.8","635","2"
"Tour and travel guides","=""39-7010""","Line Item","0.1","0.3","0.1","0.1","0.3","0.1","0.0","4.8","636","3"
"Sales and related occupations","=""41-0000""","Summary","0.6","2.9","0.0","0.7","2.9","0.0","0.0","4.8","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.4","1.8","0.0","0.4","1.8","0.0","0.0","4.8","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.4","1.6","0.0","0.4","1.6","0.0","0.0","4.8","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.8","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.8","664","3"
"Office and administrative support occupations","=""43-0000""","Summary","2.3","10.7","0.0","2.2","9.8","0.0","-0.1","-5.1","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.2","0.9","0.0","0.2","0.8","0.0","0.0","-5.6","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.2","0.9","0.0","0.2","0.8","0.0","0.0","-5.6","679","3"
"Financial clerks","=""43-3000""","Summary","0.3","1.4","0.0","0.3","1.3","0.0","0.0","-6.8","684","2"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","0.3","1.2","0.0","0.2","1.1","0.0","0.0","-5.6","687","3"
"Information and record clerks","=""43-4000""","Summary","0.2","1.0","0.0","0.2","0.9","0.0","0.0","-1.2","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-5.6","698","3"
"Reservation and transportation ticket agents and travel clerks","=""43-4181""","Line Item","0.1","0.4","0.1","0.1","0.4","0.1","0.0","4.8","709","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","0.5","2.4","0.0","0.5","2.3","0.0","0.0","-0.6","711","2"
"Dispatchers","=""43-5030""","Summary","0.5","2.1","0.1","0.5","2.1","0.1","0.0","-0.4","714","3"
