"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","76.6","100.0","0.0","60.9","100.0","0.0","-15.7","-20.5","","0"
"Management occupations","=""11-0000""","Summary","4.3","5.6","0.0","3.3","5.4","0.0","-1.0","-23.0","2","1"
"Top executives","=""11-1000""","Summary","3.4","4.4","0.1","2.6","4.3","0.1","-0.8","-23.2","3","2"
"General and operations managers","=""11-1021""","Line Item","3.4","4.4","0.1","2.6","4.3","0.1","-0.8","-23.1","5","3"
"Sales managers","=""11-2022""","Line Item","0.6","0.8","0.1","0.5","0.8","0.1","-0.1","-23.1","11","4"
"Business and financial operations occupations","=""13-0000""","Summary","2.2","2.9","0.0","1.6","2.6","0.0","-0.6","-27.3","51","1"
"Business operations specialists","=""13-1000""","Summary","2.1","2.8","0.0","1.5","2.5","0.0","-0.6","-27.5","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.4","1.8","0.3","1.0","1.6","0.2","-0.4","-30.8","54","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-24.6","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-24.6","61","4"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","-23.1","68","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.3","0.4","0.0","0.2","0.4","0.0","-0.1","-17.7","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-23.1","73","3"
"Financial specialists","=""13-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-23.1","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-23.1","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.4","0.6","0.0","0.4","0.6","0.0","-0.1","-21.2","92","1"
"Computer occupations","=""15-1200""","Summary","0.4","0.6","0.0","0.4","0.6","0.0","-0.1","-21.2","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-26.2","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-26.2","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-26.3","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-26.9","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-16.3","106","3"
"Web developers","=""15-1254""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-15.4","110","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.4","0.5","0.0","0.3","0.4","0.0","-0.1","-22.9","355","1"
"Art and design workers","=""27-1000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-23.1","356","2"
"Designers","=""27-1020""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-23.1","363","3"
"Graphic designers","=""27-1024""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-23.1","367","4"
"Merchandise displayers and window trimmers","=""27-1026""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-23.1","369","4"
"Media and communication workers","=""27-3000""","Summary","0.2","0.2","0.0","0.1","0.2","0.0","0.0","-23.1","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-23.1","392","3"
