"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","100.4","100.0","0.1","81.3","100.0","0.0","-19.1","-19.0","","0"
"Management occupations","=""11-0000""","Summary","6.9","6.9","0.1","5.7","7.0","0.0","-1.2","-17.1","2","1"
"Top executives","=""11-1000""","Summary","3.7","3.6","0.1","3.0","3.7","0.1","-0.7","-18.1","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.2","0.1","0.1","0.1","0.0","0.0","-29.9","4","3"
"General and operations managers","=""11-1021""","Line Item","3.5","3.5","0.1","2.9","3.6","0.1","-0.6","-17.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.7","1.7","0.2","1.4","1.7","0.1","-0.3","-17.6","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.5","0.5","1.8","0.5","0.6","1.4","-0.1","-17.6","8","3"
"Marketing and sales managers","=""11-2020""","Summary","1.1","1.1","0.1","0.9","1.1","0.1","-0.2","-17.6","9","3"
"Marketing managers","=""11-2021""","Line Item","0.4","0.4","0.1","0.3","0.4","0.1","-0.1","-17.6","10","4"
"Sales managers","=""11-2022""","Line Item","0.7","0.7","0.1","0.6","0.7","0.1","-0.1","-17.6","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.1","1.1","0.0","1.0","1.2","0.0","-0.1","-13.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-17.6","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-17.6","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.3","0.3","0.1","0.3","0.4","0.0","0.0","-11.8","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.3","0.0","0.3","0.4","0.0","0.0","-9.3","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.2","0.2","0.1","0.1","0.2","0.1","0.0","-17.6","21","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-17.6","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-17.6","25","3"
"Other management occupations","=""11-9000""","Summary","0.4","0.4","0.0","0.4","0.4","0.0","-0.1","-17.6","27","2"
"Managers, all other","=""11-9199""","Line Item","0.4","0.4","0.0","0.4","0.4","0.0","-0.1","-17.6","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","3.7","3.7","0.0","3.1","3.8","0.0","-0.6","-15.8","51","1"
"Business operations specialists","=""13-1000""","Summary","2.8","2.8","0.0","2.4","2.9","0.0","-0.4","-15.2","52","2"
"Human resources workers","=""13-1070""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","-0.1","-19.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","-0.1","-19.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","-0.1","-16.8","64","3"
"Project management specialists","=""13-1082""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","-0.1","-17.6","66","4"
"Management analysts","=""13-1111""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-17.6","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.3","0.3","0.2","0.2","0.3","0.2","0.0","-17.6","68","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.2","1.2","0.1","1.1","1.3","0.1","-0.1","-11.8","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.4","0.4","0.0","0.4","0.4","0.0","-0.1","-17.6","73","3"
