"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","17.5","100.0","0.0","18.1","100.0","0.0","0.6","3.4","","0"
"Management occupations","=""11-0000""","Summary","1.3","7.2","0.0","1.3","7.2","0.0","0.0","3.9","2","1"
"Top executives","=""11-1000""","Summary","0.9","5.1","0.0","0.9","5.1","0.0","0.0","3.5","3","2"
"General and operations managers","=""11-1021""","Line Item","0.8","4.8","0.0","0.9","4.9","0.0","0.0","4.3","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","4.3","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","4.3","9","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","0.7","0.0","0.1","0.8","0.0","0.0","5.8","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","4.3","16","3"
"Other management occupations","=""11-9000""","Summary","0.2","0.9","0.0","0.2","0.9","0.0","0.0","4.3","27","2"
"Food service managers","=""11-9051""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","4.3","36","3"
"Entertainment and recreation managers","=""11-9070""","Summary","0.1","0.3","0.2","0.1","0.3","0.2","0.0","4.3","37","3"
"Entertainment and recreation managers, except gambling","=""11-9072""","Line Item","0.1","0.3","0.2","0.1","0.3","0.2","0.0","4.3","39","4"
"Business and financial operations occupations","=""13-0000""","Summary","0.4","2.1","0.0","0.4","2.1","0.0","0.0","4.7","51","1"
"Business operations specialists","=""13-1000""","Summary","0.2","1.0","0.0","0.2","1.0","0.0","0.0","5.2","52","2"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.3","68","3"
"Financial specialists","=""13-2000""","Summary","0.2","1.0","0.0","0.2","1.0","0.0","0.0","4.3","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.2","1.0","0.0","0.2","1.0","0.0","0.0","4.3","75","3"
"Educational instruction and library occupations","=""25-0000""","Summary","0.3","1.6","0.0","0.3","1.6","0.0","0.0","4.3","269","1"
"Other teachers and instructors","=""25-3000""","Summary","0.3","1.6","0.0","0.3","1.6","0.0","0.0","4.3","335","2"
"Self-enrichment teachers","=""25-3021""","Line Item","0.3","1.6","0.1","0.3","1.6","0.1","0.0","4.3","337","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.2","1.2","0.0","0.2","1.2","0.0","0.0","4.3","355","1"
"Entertainers and performers, sports and related workers","=""27-2000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","4.3","372","2"
