"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","119.6","100.0","0.1","123.5","100.0","0.1","3.9","3.3","","0"
"Management occupations","=""11-0000""","Summary","22.2","18.6","0.2","23.2","18.8","0.2","1.0","4.5","2","1"
"Top executives","=""11-1000""","Summary","1.3","1.1","0.0","1.2","1.0","0.0","0.0","-2.0","3","2"
"Chief executives","=""11-1011""","Line Item","0.5","0.5","0.2","0.5","0.4","0.2","-0.1","-11.0","4","3"
"General and operations managers","=""11-1021""","Line Item","0.7","0.6","0.0","0.8","0.6","0.0","0.0","4.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.6","0.5","0.1","0.6","0.5","0.1","0.0","4.6","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.6","0.5","0.1","0.6","0.5","0.1","0.0","4.6","9","3"
"Sales managers","=""11-2022""","Line Item","0.6","0.5","0.1","0.6","0.5","0.1","0.0","4.6","11","4"
"Operations specialties managers","=""11-3000""","Summary","2.3","1.9","0.1","2.5","2.0","0.1","0.2","6.6","15","2"
"Financial managers","=""11-3031""","Line Item","0.4","0.4","0.1","0.5","0.4","0.1","0.1","15.1","20","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","1.9","1.6","1.1","2.0","1.6","1.0","0.1","4.6","23","3"
"Other management occupations","=""11-9000""","Summary","18.0","15.1","0.3","18.9","15.3","0.3","0.8","4.6","27","2"
"Farmers, ranchers, and other agricultural managers","=""11-9013""","Line Item","12.7","10.7","1.4","13.3","10.8","1.5","0.6","4.6","28","3"
"Personal service managers","=""11-9170""","Summary","0.3","0.2","0.5","0.3","0.2","0.5","0.0","4.6","47","3"
"Funeral home managers","=""11-9171""","Line Item","0.2","0.1","0.5","0.2","0.1","0.5","0.0","4.6","48","4"
"Personal service managers, all other","=""11-9179""","Line Item","0.1","0.1","0.5","0.1","0.1","0.5","0.0","4.6","49","4"
"Managers, all other","=""11-9199""","Line Item","5.0","4.2","0.4","5.2","4.2","0.4","0.2","4.6","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","4.4","3.7","0.0","4.5","3.6","0.0","0.1","2.5","51","1"
"Business operations specialists","=""13-1000""","Summary","4.4","3.7","0.1","4.5","3.6","0.1","0.1","2.5","52","2"
"Claims adjusters, appraisers, examiners, and investigators","=""13-1030""","Summary","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-5.8","55","3"
"Claims adjusters, examiners, and investigators","=""13-1031""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-5.8","56","4"
"Cost estimators","=""13-1051""","Line Item","1.3","1.1","0.6","1.3","1.1","0.6","0.0","-0.6","59","3"
"Human resources workers","=""13-1070""","Summary","0.6","0.5","0.1","0.6","0.5","0.1","0.0","4.4","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.6","61","4"
"Farm labor contractors","=""13-1074""","Line Item","0.5","0.4","31.2","0.5","0.4","30.4","0.0","4.6","62","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.6","1.3","0.1","1.6","1.3","0.1","0.1","4.6","64","3"
"Project management specialists","=""13-1082""","Line Item","1.6","1.3","0.2","1.6","1.3","0.2","0.1","4.6","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.4","0.4","0.1","0.5","0.4","0.1","0.0","4.6","71","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.3","0.2","0.0","0.3","0.2","0.0","0.0","4.6","73","3"
"Computer and mathematical occupations","=""15-0000""","Summary","2.5","2.1","0.0","3.1","2.5","0.1","0.6","22.3","92","1"
"Computer occupations","=""15-1200""","Summary","1.5","1.3","0.0","1.8","1.4","0.0","0.3","16.9","93","2"
"Computer and information research scientists","=""15-1221""","Line Item","1.2","1.0","3.2","1.4","1.2","3.2","0.2","20.3","97","3"
"Computer occupations, all other","=""15-1299""","Line Item","0.3","0.3","0.1","0.3","0.3","0.1","0.0","4.6","112","3"
"Mathematical science occupations","=""15-2000""","Summary","1.0","0.9","0.3","1.3","1.1","0.3","0.3","30.3","113","2"
"Statisticians","=""15-2041""","Line Item","0.1","0.1","0.4","0.2","0.1","0.4","0.0","30.8","117","3"
"Data scientists","=""15-2051""","Line Item","0.9","0.7","0.5","1.2","0.9","0.5","0.3","30.8","118","3"
"Life, physical, and social science occupations","=""19-0000""","Summary","5.3","4.4","0.4","5.6","4.5","0.4","0.2","4.6","166","1"
"Life scientists","=""19-1000""","Summary","2.2","1.8","0.6","2.3","1.9","0.6","0.1","4.6","167","2"
"Agricultural and food scientists","=""19-1010""","Summary","0.9","0.8","2.5","0.9","0.8","2.5","0.0","4.6","168","3"
