"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","66.5","100.0","0.0","64.7","100.0","0.0","-1.8","-2.7","","0"
"Management occupations","=""11-0000""","Summary","6.3","9.4","0.0","6.1","9.5","0.0","-0.1","-1.9","2","1"
"Top executives","=""11-1000""","Summary","2.4","3.6","0.1","2.3","3.5","0.1","-0.1","-4.2","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.5","0.1","0.3","0.4","0.1","-0.1","-17.0","4","3"
"General and operations managers","=""11-1021""","Line Item","2.1","3.1","0.1","2.0","3.1","0.1","0.0","-2.4","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.8","2.7","0.2","1.7","2.7","0.2","0.0","-2.4","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.1","0.2","0.4","0.1","0.2","0.4","0.0","-2.4","8","3"
"Marketing and sales managers","=""11-2020""","Summary","1.3","2.0","0.1","1.3","2.0","0.1","0.0","-2.4","9","3"
"Marketing managers","=""11-2021""","Line Item","0.5","0.8","0.1","0.5","0.8","0.1","0.0","-2.4","10","4"
"Sales managers","=""11-2022""","Line Item","0.8","1.2","0.1","0.8","1.2","0.1","0.0","-2.4","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.3","0.5","0.3","0.3","0.5","0.3","0.0","-2.4","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.2","0.2","0.1","0.2","0.2","0.0","-2.4","13","4"
"Fundraising managers","=""11-2033""","Line Item","0.2","0.3","0.6","0.2","0.3","0.6","0.0","-2.4","14","4"
"Operations specialties managers","=""11-3000""","Summary","1.2","1.9","0.1","1.3","2.0","0.0","0.0","3.4","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-2.4","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.4","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.6","0.9","0.1","0.6","0.9","0.1","0.0","4.4","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.5","0.0","0.4","0.6","0.0","0.0","7.4","20","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","-2.4","25","3"
"Other management occupations","=""11-9000""","Summary","0.9","1.3","0.0","0.8","1.3","0.0","0.0","-2.4","27","2"
"Managers, all other","=""11-9199""","Line Item","0.8","1.3","0.1","0.8","1.3","0.1","0.0","-2.4","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","3.8","5.7","0.0","3.8","5.8","0.0","0.0","-0.3","51","1"
"Business operations specialists","=""13-1000""","Summary","3.0","4.5","0.0","3.0","4.6","0.0","0.0","0.3","52","2"
"Compliance officers","=""13-1041""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-2.4","58","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.5","0.0","0.3","0.5","0.0","0.0","-4.3","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.5","0.0","0.3","0.5","0.0","0.0","-4.3","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-1.6","64","3"
"Project management specialists","=""13-1082""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-2.4","66","4"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.4","68","3"
"Fundraisers","=""13-1131""","Line Item","0.5","0.7","0.4","0.5","0.7","0.4","0.0","-2.4","69","3"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.4","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.3","1.9","0.1","1.4","2.1","0.1","0.1","4.4","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-2.4","73","3"
"Financial specialists","=""13-2000""","Summary","0.8","1.2","0.0","0.8","1.2","0.0","0.0","-2.6","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.8","1.1","0.0","0.7","1.1","0.0","0.0","-2.4","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.4","79","3"
"Computer and mathematical occupations","=""15-0000""","Summary","3.2","4.8","0.1","3.3","5.1","0.1","0.1","4.6","92","1"
"Computer occupations","=""15-1200""","Summary","3.0","4.5","0.1","3.1","4.8","0.1","0.1","3.7","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","3.4","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.4","95","4"
"Computer support specialists","=""15-1230""","Summary","0.6","0.9","0.1","0.6","0.9","0.1","0.0","-5.8","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.4","99","4"
"Computer user support specialists","=""15-1232""","Line Item","0.5","0.8","0.1","0.5","0.7","0.1","0.0","-6.3","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.4","0.5","0.1","0.3","0.5","0.0","0.0","-6.6","101","3"
