"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","189.2","100.0","0.1","225.8","100.0","0.1","36.6","19.4","","0"
"Management occupations","=""11-0000""","Summary","27.7","14.6","0.2","32.6","14.4","0.2","4.9","17.7","2","1"
"Top executives","=""11-1000""","Summary","7.1","3.7","0.2","8.1","3.6","0.2","1.0","14.4","3","2"
"Chief executives","=""11-1011""","Line Item","0.4","0.2","0.2","0.4","0.2","0.2","0.0","-1.9","4","3"
"General and operations managers","=""11-1021""","Line Item","6.6","3.5","0.2","7.6","3.4","0.2","1.0","15.4","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","6.8","3.6","0.7","7.9","3.5","0.7","1.1","15.4","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.6","0.3","2.0","0.7","0.3","2.3","0.1","15.4","8","3"
"Marketing and sales managers","=""11-2020""","Summary","6.1","3.2","0.7","7.0","3.1","0.7","0.9","15.4","9","3"
"Marketing managers","=""11-2021""","Line Item","3.5","1.8","1.0","4.0","1.8","1.1","0.5","15.4","10","4"
"Sales managers","=""11-2022""","Line Item","2.6","1.4","0.5","3.0","1.3","0.5","0.4","15.4","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.2","0.1","0.1","0.2","0.1","0.2","0.0","15.4","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","15.4","13","4"
"Operations specialties managers","=""11-3000""","Summary","9.4","4.9","0.4","11.5","5.1","0.4","2.1","23.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.4","0.2","0.1","0.5","0.2","0.1","0.1","15.4","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.2","0.1","0.3","0.1","0.1","0.0","15.4","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","15.4","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","7.0","3.7","1.3","8.7","3.9","1.4","1.7","23.5","19","3"
"Financial managers","=""11-3031""","Line Item","1.2","0.6","0.1","1.5","0.7","0.2","0.3","27.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","15.4","21","3"
"Human resources managers","=""11-3121""","Line Item","0.6","0.3","0.3","0.7","0.3","0.4","0.1","15.4","25","3"
"Other management occupations","=""11-9000""","Summary","4.4","2.3","0.1","5.1","2.3","0.1","0.7","15.5","27","2"
"Education and childcare administrators","=""11-9030""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","15.4","30","3"
"Education administrators, all other","=""11-9039""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","15.4","34","4"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","15.4","35","3"
