"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","21.1","100.0","0.0","21.6","100.0","0.0","0.5","2.4","","0"
"Management occupations","=""11-0000""","Summary","3.4","16.1","0.0","3.6","16.6","0.0","0.2","5.6","2","1"
"Top executives","=""11-1000""","Summary","1.6","7.6","0.0","1.7","7.7","0.0","0.0","2.7","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","1.4","0.1","0.3","1.2","0.1","0.0","-10.2","4","3"
"General and operations managers","=""11-1021""","Line Item","1.3","6.3","0.0","1.4","6.5","0.0","0.1","5.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.8","3.7","0.1","0.9","3.9","0.1","0.1","8.4","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.6","2.9","0.1","0.7","3.1","0.1","0.1","9.2","9","3"
"Marketing managers","=""11-2021""","Line Item","0.4","2.0","0.1","0.5","2.1","0.1","0.0","10.9","10","4"
"Sales managers","=""11-2022""","Line Item","0.2","0.9","0.0","0.2","1.0","0.0","0.0","5.6","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.3","0.1","0.1","0.3","0.1","0.0","5.6","12","3"
"Operations specialties managers","=""11-3000""","Summary","0.5","2.2","0.0","0.5","2.4","0.0","0.1","10.8","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.8","0.0","0.2","0.8","0.0","0.0","5.6","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.8","0.1","0.2","0.8","0.1","0.0","5.6","17","4"
"Financial managers","=""11-3031""","Line Item","0.2","0.9","0.0","0.2","1.1","0.0","0.0","16.2","20","3"
"Business and financial operations occupations","=""13-0000""","Summary","3.3","15.5","0.0","3.5","16.2","0.0","0.2","7.3","51","1"
"Business operations specialists","=""13-1000""","Summary","2.5","11.8","0.0","2.7","12.4","0.0","0.2","7.9","52","2"
"Compliance officers","=""13-1041""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","5.6","58","3"
"Human resources workers","=""13-1070""","Summary","0.2","0.9","0.0","0.2","0.9","0.0","0.0","3.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.9","0.0","0.2","0.9","0.0","0.0","3.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","1.1","0.0","0.2","1.1","0.0","0.0","6.5","64","3"
"Project management specialists","=""13-1082""","Line Item","0.2","1.0","0.0","0.2","1.1","0.0","0.0","5.6","66","4"
"Management analysts","=""13-1111""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","5.6","67","3"
