"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","66.0","100.0","0.0","67.4","100.0","0.0","1.4","2.1","","0"
"Management occupations","=""11-0000""","Summary","9.7","14.7","0.1","10.0","14.8","0.1","0.3","3.2","2","1"
"Top executives","=""11-1000""","Summary","4.2","6.4","0.1","4.3","6.3","0.1","0.0","1.0","3","2"
"Chief executives","=""11-1011""","Line Item","0.4","0.6","0.2","0.4","0.5","0.1","-0.1","-12.9","4","3"
"General and operations managers","=""11-1021""","Line Item","3.8","5.7","0.1","3.9","5.8","0.1","0.1","2.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.2","1.8","0.1","1.2","1.8","0.1","0.0","2.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.6","0.9","0.1","0.6","0.9","0.1","0.0","2.5","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.5","0.1","0.3","0.5","0.1","0.0","2.5","10","4"
"Sales managers","=""11-2022""","Line Item","0.3","0.4","0.1","0.3","0.5","0.1","0.0","2.5","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.6","0.8","0.5","0.6","0.8","0.5","0.0","2.5","12","3"
"Public relations managers","=""11-2032""","Line Item","0.4","0.7","0.6","0.4","0.7","0.6","0.0","2.5","13","4"
"Fundraising managers","=""11-2033""","Line Item","0.1","0.2","0.4","0.1","0.2","0.4","0.0","2.5","14","4"
"Operations specialties managers","=""11-3000""","Summary","1.6","2.5","0.1","1.7","2.6","0.1","0.1","7.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.4","0.1","0.3","0.4","0.1","0.0","2.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","2.5","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.5","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.4","0.5","0.1","0.4","0.6","0.1","0.0","9.7","19","3"
"Financial managers","=""11-3031""","Line Item","0.5","0.8","0.1","0.6","0.9","0.1","0.1","12.8","20","3"
"Human resources managers","=""11-3121""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","2.5","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","2.5","26","3"
"Other management occupations","=""11-9000""","Summary","2.7","4.0","0.1","2.8","4.1","0.1","0.1","4.4","27","2"
"Education and childcare administrators","=""11-9030""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","2.5","30","3"
"Education administrators, all other","=""11-9039""","Line Item","0.2","0.3","0.3","0.2","0.3","0.3","0.0","2.5","34","4"
"Medical and health services managers","=""11-9111""","Line Item","0.2","0.4","0.0","0.3","0.4","0.0","0.1","23.0","41","3"
"Natural sciences managers","=""11-9121""","Line Item","0.7","1.1","0.8","0.7","1.1","0.8","0.0","2.5","42","3"
"Social and community service managers","=""11-9151""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","2.5","45","3"
"Managers, all other","=""11-9199""","Line Item","1.4","2.0","0.1","1.4","2.1","0.1","0.0","2.5","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","10.1","15.3","0.1","10.4","15.4","0.1","0.3","3.0","51","1"
"Business operations specialists","=""13-1000""","Summary","8.6","13.1","0.1","8.9","13.2","0.1","0.3","3.0","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-7.7","54","3"
"Compliance officers","=""13-1041""","Line Item","0.3","0.4","0.1","0.3","0.4","0.1","0.0","2.5","58","3"
"Human resources workers","=""13-1070""","Summary","0.7","1.1","0.1","0.7","1.0","0.1","0.0","0.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.7","1.1","0.1","0.7","1.0","0.1","0.0","0.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","2.3","3.5","0.2","2.4","3.5","0.2","0.1","2.8","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","14.8","65","4"
"Project management specialists","=""13-1082""","Line Item","2.3","3.4","0.3","2.3","3.4","0.2","0.1","2.5","66","4"
"Management analysts","=""13-1111""","Line Item","0.9","1.4","0.1","1.0","1.4","0.1","0.0","2.5","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.2","0.4","0.2","0.2","0.4","0.2","0.0","2.5","68","3"
"Fundraisers","=""13-1131""","Line Item","0.3","0.5","0.3","0.4","0.5","0.3","0.0","2.5","69","3"
"Training and development specialists","=""13-1151""","Line Item","0.8","1.2","0.2","0.8","1.3","0.2","0.0","2.5","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.1","1.6","0.1","1.2","1.7","0.1","0.1","9.7","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","1.7","2.5","0.1","1.7","2.5","0.1","0.0","2.5","73","3"
"Financial specialists","=""13-2000""","Summary","1.5","2.2","0.0","1.5","2.2","0.0","0.0","2.5","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.9","1.4","0.1","1.0","1.4","0.1","0.0","2.5","75","3"
"Budget analysts","=""13-2031""","Line Item","0.2","0.2","0.3","0.2","0.2","0.3","0.0","2.5","77","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","2.5","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","2.5","80","4"
"Financial specialists, all other","=""13-2099""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","2.5","91","3"
