"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","1.2","100.0","0.0","1.9","100.0","0.0","0.7","60.5","","0"
"Management occupations","=""11-0000""","Summary","0.1","12.2","0.0","0.2","12.5","0.0","0.1","65.3","2","1"
"Top executives","=""11-1000""","Summary","0.1","5.4","0.0","0.1","5.6","0.0","0.0","65.3","3","2"
"General and operations managers","=""11-1021""","Line Item","0.1","5.4","0.0","0.1","5.6","0.0","0.0","65.3","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.1","4.9","0.0","0.1","5.0","0.0","0.0","65.3","15","2"
"Office and administrative support occupations","=""43-0000""","Summary","0.1","6.4","0.0","0.1","5.8","0.0","0.0","45.9","677","1"
"Construction and extraction occupations","=""47-0000""","Summary","0.1","6.2","0.0","0.1","6.4","0.0","0.0","65.3","763","1"
"Construction trades workers","=""47-2000""","Summary","0.1","6.2","0.0","0.1","6.4","0.0","0.0","65.3","766","2"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","0.2","14.3","0.0","0.3","14.8","0.0","0.1","65.1","840","1"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.1","6.4","0.0","0.1","6.5","0.0","0.0","64.8","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","0.1","6.4","0.0","0.1","6.5","0.1","0.0","64.8","848","3"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","0.1","6.4","0.0","0.1","6.5","0.0","0.0","65.3","876","2"
"Production occupations","=""51-0000""","Summary","0.6","51.8","0.0","1.0","50.9","0.0","0.4","57.7","907","1"
"Plant and system operators","=""51-8000""","Summary","0.6","47.9","0.2","0.9","46.8","0.3","0.3","57.1","997","2"
"Power plant operators, distributors, and dispatchers","=""51-8010""","Summary","0.6","47.9","1.2","0.9","46.8","2.1","0.3","57.1","998","3"
"Power plant operators","=""51-8013""","Line Item","0.6","47.9","1.7","0.9","46.8","3.1","0.3","57.1","1001","4"
