"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","71.6","100.0","0.0","67.7","100.0","0.0","-3.9","-5.4","","0"
"Management occupations","=""11-0000""","Summary","5.3","7.4","0.0","5.1","7.6","0.0","-0.1","-2.8","2","1"
"Top executives","=""11-1000""","Summary","4.2","5.9","0.1","4.1","6.1","0.1","-0.1","-3.3","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.2","0.1","0.1","0.2","0.0","0.0","-17.3","4","3"
"General and operations managers","=""11-1021""","Line Item","4.1","5.7","0.1","4.0","5.9","0.1","-0.1","-2.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-2.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","0.4","0.0","0.2","0.4","0.0","0.0","-2.8","9","3"
"Sales managers","=""11-2022""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-2.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.7","0.9","0.0","0.7","1.0","0.0","0.0","0.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-2.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","17","4"
"Financial managers","=""11-3031""","Line Item","0.2","0.2","0.0","0.2","0.3","0.0","0.0","7.0","20","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.3","0.4","0.2","0.3","0.4","0.1","0.0","-2.8","23","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.1","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.2","1.7","0.0","1.2","1.7","0.0","0.0","-2.7","51","1"
"Business operations specialists","=""13-1000""","Summary","0.7","1.0","0.0","0.7","1.0","0.0","0.0","-1.9","52","2"
"Cost estimators","=""13-1051""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-7.6","59","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-4.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-4.7","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","1.8","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","8.9","65","4"
"Project management specialists","=""13-1082""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.1","0.0","0.1","0.2","0.0","0.0","4.0","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","73","3"
"Financial specialists","=""13-2000""","Summary","0.5","0.7","0.0","0.5","0.7","0.0","0.0","-3.7","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.5","0.6","0.0","0.4","0.7","0.0","0.0","-2.8","75","3"
"Credit analysts","=""13-2041""","Line Item","0.1","0.1","0.1","0.0","0.1","0.1","0.0","-12.5","78","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-2.9","92","1"
"Computer occupations","=""15-1200""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-3.0","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-6.7","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-6.7","100","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","558","1"
