"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","37.8","100.0","0.0","37.9","100.0","0.0","0.1","0.3","","0"
"Management occupations","=""11-0000""","Summary","10.0","26.4","0.1","10.4","27.6","0.1","0.5","4.5","2","1"
"Top executives","=""11-1000""","Summary","3.3","8.8","0.1","3.4","8.9","0.1","0.1","1.8","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-13.0","4","3"
"General and operations managers","=""11-1021""","Line Item","3.2","8.4","0.1","3.3","8.6","0.1","0.1","2.3","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.3","0.8","0.0","0.3","0.9","0.0","0.0","2.3","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","0.8","0.0","0.3","0.8","0.0","0.0","2.3","9","3"
"Marketing managers","=""11-2021""","Line Item","0.2","0.5","0.1","0.2","0.5","0.1","0.0","2.3","10","4"
"Sales managers","=""11-2022""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","2.3","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.9","2.4","0.0","1.0","2.6","0.0","0.1","10.2","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","2.3","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","2.3","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.2","0.0","0.0","9.5","19","3"
"Financial managers","=""11-3031""","Line Item","0.6","1.7","0.1","0.7","1.9","0.1","0.1","12.5","20","3"
"Other management occupations","=""11-9000""","Summary","5.5","14.5","0.1","5.8","15.2","0.1","0.3","5.4","27","2"
"Construction managers","=""11-9021""","Line Item","3.3","8.7","0.6","3.5","9.3","0.7","0.2","7.4","29","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","1.8","4.7","0.4","1.8","4.8","0.4","0.0","2.3","44","3"
"Managers, all other","=""11-9199""","Line Item","0.3","0.8","0.0","0.3","0.9","0.0","0.0","2.3","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","6.0","16.0","0.1","6.2","16.3","0.1","0.1","2.3","51","1"
"Business operations specialists","=""13-1000""","Summary","4.0","10.5","0.1","4.1","10.7","0.1","0.1","2.3","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.3","0.7","0.1","0.3","0.7","0.1","0.0","-7.9","54","3"
