"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","8.4","100.0","0.0","13.5","100.0","0.0","5.1","60.7","","0"
"Management occupations","=""11-0000""","Summary","1.3","15.4","0.0","2.0","14.8","0.0","0.7","54.1","2","1"
"Top executives","=""11-1000""","Summary","0.4","5.2","0.0","0.7","4.8","0.0","0.2","50.0","3","2"
"General and operations managers","=""11-1021""","Line Item","0.4","4.7","0.0","0.6","4.4","0.0","0.2","52.2","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","1.5","0.0","0.2","1.4","0.0","0.1","52.2","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","1.4","0.0","0.2","1.3","0.0","0.1","52.2","9","3"
"Sales managers","=""11-2022""","Line Item","0.1","1.2","0.0","0.2","1.1","0.0","0.1","52.2","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.4","4.2","0.0","0.6","4.1","0.0","0.2","58.7","15","2"
"Financial managers","=""11-3031""","Line Item","0.1","1.6","0.0","0.2","1.7","0.0","0.1","67.5","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","1.6","0.1","0.2","1.5","0.1","0.1","52.2","21","3"
"Other management occupations","=""11-9000""","Summary","0.4","4.5","0.0","0.6","4.4","0.0","0.2","55.0","27","2"
"Construction managers","=""11-9021""","Line Item","0.1","1.6","0.0","0.2","1.6","0.0","0.1","59.9","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.2","1.8","0.1","0.2","1.7","0.1","0.1","52.2","35","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","52.2","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.1","13.6","0.0","1.7","12.8","0.0","0.6","51.9","51","1"
"Business operations specialists","=""13-1000""","Summary","0.9","10.4","0.0","1.3","9.8","0.0","0.5","51.9","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.8","0.0","0.1","0.6","0.0","0.0","37.0","54","3"
"Logisticians and project management specialists","=""13-1080""","Summary","0.5","5.6","0.0","0.7","5.3","0.1","0.2","52.8","64","3"
"Project management specialists","=""13-1082""","Line Item","0.5","5.4","0.1","0.7","5.1","0.1","0.2","52.2","66","4"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","1.7","0.0","0.2","1.6","0.0","0.1","52.2","73","3"
"Financial specialists","=""13-2000""","Summary","0.3","3.2","0.0","0.4","3.0","0.0","0.1","52.2","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.2","2.3","0.0","0.3","2.2","0.0","0.1","52.2","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.8","0.0","0.1","0.7","0.0","0.0","52.2","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","52.2","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","0.2","2.5","0.0","0.3","2.5","0.0","0.1","63.0","92","1"
"Computer occupations","=""15-1200""","Summary","0.2","2.4","0.0","0.3","2.4","0.0","0.1","62.8","93","2"
