"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","27.1","100.0","0.0","24.6","100.0","0.0","-2.6","-9.5","","0"
"Management occupations","=""11-0000""","Summary","1.3","4.8","0.0","1.2","4.9","0.0","-0.1","-7.2","2","1"
"Top executives","=""11-1000""","Summary","0.7","2.7","0.0","0.7","2.7","0.0","-0.1","-7.8","3","2"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.2","0.6","0.0","0.2","0.7","0.0","0.0","-7.0","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.2","0.6","0.0","0.2","0.6","0.0","0.0","-7.0","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-7.0","10","4"
"Sales managers","=""11-2022""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-7.0","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.4","1.5","0.0","0.4","1.5","0.0","0.0","-6.1","15","2"
"Industrial production managers","=""11-3051""","Line Item","0.3","0.9","0.1","0.2","1.0","0.1","0.0","-7.0","21","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-7.0","23","3"
"Business and financial operations occupations","=""13-0000""","Summary","0.8","3.0","0.0","0.8","3.1","0.0","0.0","-6.0","51","1"
"Business operations specialists","=""13-1000""","Summary","0.6","2.2","0.0","0.6","2.3","0.0","0.0","-5.6","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-16.3","54","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-8.9","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-8.9","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-0.5","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","4.2","65","4"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-7.0","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.2","0.7","0.0","0.2","0.8","0.0","0.0","-0.5","72","3"
"Financial specialists","=""13-2000""","Summary","0.2","0.8","0.0","0.2","0.8","0.0","0.0","-7.0","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.2","0.8","0.0","0.2","0.8","0.0","0.0","-7.0","75","3"
