"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","11.3","0.5","2.2","8.9","0.4","2.2","-2.3","-20.6","726","3"
"Legal secretaries and administrative assistants","=""43-6012""","Line Item","0.2","0.0","0.1","0.1","0.0","0.1","0.0","-20.6","727","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","16.2","0.8","0.8","14.6","0.7","0.8","-1.6","-10.0","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","25.3","1.2","0.7","23.2","1.1","0.7","-2.1","-8.4","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","3.9","0.2","1.8","2.9","0.1","1.9","-1.0","-25.9","731","3"
"Data entry keyers","=""43-9021""","Line Item","3.8","0.2","2.3","2.9","0.1","2.3","-1.0","-25.8","732","4"
"Insurance claims and policy processing clerks","=""43-9041""","Line Item","1.1","0.1","0.4","1.1","0.1","0.4","0.1","5.9","735","3"
"Mail clerks and mail machine operators, except postal service","=""43-9051""","Line Item","1.6","0.1","2.1","1.5","0.1","2.1","-0.1","-4.7","736","3"
"Office clerks, general","=""43-9061""","Line Item","14.8","0.7","0.6","14.1","0.7","0.6","-0.7","-4.7","737","3"
"Office machine operators, except computer","=""43-9071""","Line Item","1.8","0.1","5.7","1.5","0.1","5.6","-0.3","-15.3","738","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","2.3","0.1","1.0","2.1","0.1","1.1","-0.2","-6.8","741","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","4.3","0.2","0.1","4.6","0.2","0.1","0.3","5.9","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.4","0.0","0.1","0.5","0.0","0.1","0.0","5.9","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.4","0.0","0.1","0.5","0.0","0.1","0.0","5.9","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.4","0.0","0.1","0.4","0.0","0.1","0.0","5.9","843","2"
"Computer, automated teller, and office machine repairers","=""49-2011""","Line Item","0.4","0.0","0.4","0.4","0.0","0.4","0.0","5.9","844","3"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","3.5","0.2","0.1","3.7","0.2","0.1","0.2","5.9","876","2"
"Heating, air conditioning, and refrigeration mechanics and installers","=""49-9021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.9","880","3"
"Maintenance and repair workers, general","=""49-9071""","Line Item","3.3","0.2","0.2","3.5","0.2","0.2","0.2","5.9","896","3"
"Miscellaneous installation, maintenance, and repair workers","=""49-9090""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.9","898","3"
"Installation, maintenance, and repair workers, all other","=""49-9099""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.9","906","4"
"Transportation and material moving occupations","=""53-0000""","Summary","0.3","0.0","0.0","0.3","0.0","0.0","0.0","5.9","1047","1"
"Material moving workers","=""53-7000""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","5.9","1095","2"
"Laborers and material movers","=""53-7060""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","5.9","1101","3"
"Laborers and freight, stock, and material movers, hand","=""53-7062""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.9","1103","4"
"Stockers and order fillers","=""53-7065""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.9","1106","4"
